                           Instance                            |                   SHOTcbc1910@1                   |                   SHOTcpx1910@1                   |                   SHOTgur2310@1                   |                     aecpNC@1                      |                   antigoneNC@0                    |                     baronNC@0                     |                    bbbNCcbc@1                     |                  couenneNCcbc@0                   |                    dicoptNC@0                     |                     gurobi@1                      |                     lglobal@0                     |                      sbbNC@1                      |                  scipNCsoplex@1                   |
autocorr_bern30-04           31    30     1 min -3.240000e+02  |normal     -3.240000e+02    0.00   17.10     6556  |normal     -3.240000e+02    0.00   30.98    19572  |normal     -3.240000e+02    0.00    5.71      139  |normal     -2.960000e+02    9.46    0.33       --  |normal     -3.240000e+02    0.00    4.00        0  |normal     -3.240000e+02    0.00    3.47        3  |normal     -3.200000e+02    1.25    0.01        0  |timelim    -3.240000e+02    0.00  901.46   586390  |normal     -2.880000e+02   12.50    0.00       --  |--                    --     inf      --       -- !|normal     -3.240000e+02    0.00  250.43        0  |normal     -2.880000e+02   12.50    0.14        0  |normal     -3.240000e+02    0.00  354.81   555092  |
autocorr_bern30-08           31    30     1 min -2.952000e+03  |iterlim    -2.952000e+03      --  486.40    41710  |timelim    -2.952000e+03      --  900.02   906551  |timelim    -2.952000e+03      --  900.02   204229  |normal     -2.888000e+03      --    0.42       --  |timelim    -2.952000e+03      --  900.00        0  |timelim    -2.952000e+03      --  900.00     1505  |normal     -2.888000e+03      --    0.06        0  |timelim    -2.936000e+03      --  900.51   109645  |normal     -2.912000e+03      --    0.00       --  |--                    --      --      --       -- !|timelim    -2.940000e+03      --  900.02        0  |normal     -2.912000e+03      --    0.14        0  |timelim    -2.952000e+03      --  900.00   222266  |
autocorr_bern35-04           36    35     1 min -3.840000e+02  |normal     -3.840000e+02    0.00   41.77    19584  |normal     -3.840000e+02    0.00  153.96   134665  |normal     -3.840000e+02    0.00   20.23    24407  |normal     -3.480000e+02   10.34    0.33       --  |normal     -3.840000e+02    0.00    9.00        0  |normal     -3.840000e+02    0.00    8.05        5  |normal     -3.840000e+02    0.00    0.02        0  |timelim    -3.840000e+02   -0.00  901.42   413421  |normal     -3.440000e+02   11.63    0.00       --  |--                    --     inf      --       -- !|timelim    -3.840000e+02    0.00  900.01        0  |normal     -3.440000e+02   11.63    0.14        0  |timelim    -3.840000e+02    0.00  900.00   603461  |
autocorr_bern40-05           41    40     1 min -9.360000e+02  |iterlim    -9.360000e+02      --  364.43    66095  |timelim    -9.360000e+02      --  900.03  4591184  |timelim    -9.360000e+02      --  900.03  1232738  |normal     -9.080000e+02      --    0.57       --  |timelim    -9.360000e+02      --  900.00        0  |timelim    -9.360000e+02      --  900.00      353  |normal     -9.120000e+02      --    0.03        0  |timelim    -9.320000e+02      --  900.89   197931  |normal     -9.080000e+02      --    0.00       --  |--                    --      --      --       -- !|timelim    -9.280000e+02      --  900.01        0  |normal     -9.080000e+02      --    0.14        0  |timelim    -9.280000e+02      --  900.00   246014  |
batch0812_nc                 77    36   206 min  2.687027e+06  |iterlim     2.687027e+06   -0.00    2.46       10  |normal      2.687027e+06    0.00    0.33        0  |normal      2.687027e+06    0.00    0.32       22  |normal      2.687027e+06    0.00    0.92       --  |normal      2.687027e+06    0.00    4.00       27  |normal      2.687027e+06   -0.00    1.59       43  |normal      2.687027e+06   -0.00    7.72      201  |normal      2.687015e+06   -0.00    2.22       42  |normal      2.687027e+06    0.00    0.34       --  |--                    --     inf      --       -- !|normal      2.687027e+06    0.00   14.87       61  |normal      2.687027e+06    0.00    0.80      337  |normal      2.687027e+06    0.00    0.87       21  |
batch_nc                     35    12    68 min  2.855065e+05  |iterlim     2.855065e+05    0.00    0.90        7  |normal      2.855065e+05    0.00    0.28        0  |normal      2.855065e+05    0.00    0.20        5  |normal      2.855065e+05    0.00    1.34       --  |normal      2.855065e+05    0.00    5.00       21  |normal      2.855065e+05    0.00    0.61       23  |normal      2.855065e+05    0.00    0.79       36  |normal      2.855051e+05   -0.00    1.27      101  |normal      2.855065e+05    0.00    0.26       --  |--                    --     inf      --       -- !|normal      2.855065e+05    0.00    2.69       23  |normal      2.855065e+05    0.00    0.26       71  |normal      2.855065e+05    0.00    0.76       86  |
bchoco05                     91     5   104 max  9.519030e-01  |normal                --      --    9.86        0  |normal      9.518959e-01      --    2.21        0  |normal      9.518959e-01      --    2.45    19053  |other       9.518959e-01      --   30.90       -- !|timelim     9.519030e-01      --  900.00     4475  |timelim     9.509800e-01      --  900.00   206433  |normal                --      --    8.76        0  |timelim     9.509481e-01      --  914.78    21978  |normal      9.519030e-01      --    0.15       --  |--                    --      --      --       -- !|timelim     9.519030e-01      --  900.04    72800  |normal      9.509800e-01      --    0.18        2  |timelim     9.514756e-01      --  900.01   890993  |
bchoco06                    119     6   135 max  9.627764e-01  |normal                --      --   44.96        0  |iterlim     9.573018e-01      --    5.01        0  |normal      9.627764e-01      --   13.31    59976  |other       9.627648e-01      --  450.71       -- !|timelim     9.627764e-01      --  900.00     2422  |normal      9.627764e-01      --  202.20    19794  |normal                --      --   13.01        0  |timelim             -inf      --  940.59      414  |normal      9.627764e-01      --    0.35       --  |--                    --      --      --       -- !|timelim     9.627764e-01      --  900.02    17008  |normal      9.627764e-01      --    0.38        3  |timelim     9.627764e-01      --  900.00   705863  |
bchoco07                    135     7   154 max  9.629924e-01  |iterlim             -inf      --   69.49        0  |normal      9.573616e-01      --    7.75        0  |normal                --      --    6.62    51868  |other       9.629924e-01      --  536.99       -- !|timelim     9.629924e-01      --  900.00     1080  |timelim     9.629924e-01      --  900.00    47560  |normal                --      --   12.43        0  |timelim             -inf      --  946.72      217  |normal      9.629924e-01      --    1.23       --  |--                    --      --      --       -- !|timelim     9.628053e-01      --  900.10     4491  |normal      9.628371e-01      --    1.00        5  |timelim     9.628329e-01      --  900.00      502  |
blend029                    103    36   214 max  1.335940e+01  |normal      1.335940e+01    0.00    6.55      151  |normal      1.335940e+01    0.00    0.52        0  |normal      1.335940e+01    0.00    0.59     6789  |normal      1.335940e+01    0.00    1.46       --  |normal      1.335940e+01    0.00    6.00       93  |normal      1.335940e+01    0.00    1.29       57  |normal      1.335940e+01   -0.00   22.58      252  |normal      1.335940e+01   -0.00   14.05     3862  |other               -inf     inf    0.34       -- !|normal      1.335940e+01    0.00    0.30     4140  |normal      1.335940e+01    0.00  189.10     2653  |normal      1.335940e+01    0.00    0.90      635  |normal      1.335940e+01    0.00    3.64     3638  |
blend146                    223    87   625 max  4.529657e+01  |normal      9.679900e+00      --   39.21     2085  |normal      3.493480e+01      --    4.33     2928  |normal      4.529658e+01      --  264.27  1349268  |normal      4.528040e+01      --   50.60       --  |timelim     4.289481e+01      --  900.00     3828  |normal      4.528040e+01      --  705.23    69998  |iterlim     4.527040e+01      --  895.88     1639  |timelim     4.509862e+01      --  900.18    63249  |other               -inf      --    1.13       -- !|normal      4.529652e+01      --  318.23  1418077  |timelim     4.323669e+01      --  900.02      364  |normal      4.428260e+01      --  175.47    56632  |timelim     4.478520e+01      --  900.00   984565  |
blend480                    313   124   885 max  9.226600e+00  |normal      2.292200e-01      --  185.38    15492  |normal                --      --    3.99     4887  |normal      9.226603e+00      --   19.72    52477  |normal      9.173117e+00      --  413.06       --  |timelim     9.226600e+00      --  900.00     1457  |normal      9.226600e+00      --  240.38     2928  |timelim     5.461800e+00      --  900.12      595  |timelim     8.611589e+00      --  900.14    35411  |other               -inf      --    1.25       -- !|normal      9.226606e+00      --   13.88    29766  |timelim             -inf      --  900.01        0  |--                    --      --      --       -- !|timelim     9.226614e+00      --  900.00   660199  |
blend531                    273   104   737 max  2.003900e+01  |normal                --      --   27.64     1315  |normal                --      --    4.09      591  |normal      2.003465e+01      --    3.78    15344  |normal      2.002668e+01      --   72.72       --  |timelim     2.002668e+01      --  900.00    23324  |normal      2.003900e+01      --   14.63      522  |normal      2.003900e+01      --  757.49     3201  |timelim     2.003900e+01      --  900.17    66787  |other               -inf      --    1.34       -- !|normal      2.003900e+01      --   59.13   342527  |timelim     1.575719e+01      --  900.07      126  |--                    --      --      --       -- !|timelim     2.002669e+01      --  900.00   745447  |
blend721                    223    87   628 max  1.352680e+01  |normal     -5.905217e+00     inf   25.56     1779  |normal      1.158727e+01   16.74    4.00     1001  |normal      1.352680e+01   -0.00    3.00    12886  |normal      1.342080e+01    0.79   18.01       --  |normal      1.352680e+01    0.00  122.00      687  |normal      1.352680e+01    0.00   14.72      844  |iterlim     1.352680e+01   -0.00  898.64     2389  |normal      1.352680e+01   -0.00  404.58    45001  |other               -inf     inf    0.91       -- !|normal      1.352680e+01    0.00    4.42    18331  |timelim     1.271020e+01    6.42  900.01      539  |normal      1.271020e+01    6.42   39.63    16082  |normal      1.352680e+01   -0.00   22.35    18991  |
blend852                    305   120   861 max  5.396270e+01  |normal      1.488920e+01  262.43  498.08   628141  |normal      4.666245e+01   15.64   10.01    10579  |normal      5.396270e+01   -0.00   78.47   313783  |timelim     5.362166e+01    0.64  900.10       --  |timelim     5.396270e+01   -0.00  900.00    11071  |normal      5.396270e+01   -0.00   47.17      872  |timelim     5.357770e+01    0.72  900.93     1308  |timelim     5.322670e+01    1.38  900.18    36495  |other               -inf     inf    0.96       -- !|normal      5.396270e+01   -0.00   32.82   108140  |timelim     4.863787e+01   10.95  900.01      126  |normal      5.355270e+01    0.77  280.35    67773  |timelim     5.396270e+01   -0.00  900.00   824255  |
carton7                     329   256   688 min  1.917295e+02  |normal      1.917295e+02    0.00  122.19   117866  |normal      3.282441e+02   71.20    1.19        0  |normal      1.917295e+02    0.00    2.57     8594  |normal      2.310901e+02   20.53   11.35       --  |normal      1.917295e+02    0.00  407.00     3406  |timelim     1.917295e+02    0.00  900.00    72042  |timelim              inf     inf  900.71       85  |timelim     2.109468e+02   10.02  900.22    39857  |timelim              inf     inf  900.02       --  |normal      1.917295e+02    0.00    1.12     4551  |normal      1.917295e+02    0.00   79.56        0  |--                    --     inf      --       -- !|normal      1.917295e+02    0.00  186.71   230971  |
casctanks                   501    40   518 min  9.163479e+00  |normal                --      --   17.81        0  |normal      9.163479e+00      --   12.34        4  |normal      9.163479e+00      --  115.39   188990  |timelim              inf      --  900.01       --  |timelim     9.163479e+00      --  900.00     4182  |timelim     9.163479e+00      --  900.00    88564  |normal      9.163479e+00      --    6.53        6  |timelim     9.163479e+00      --  901.59    49070  |normal      9.163479e+00      --    1.60       --  |--                    --      --      --       -- !|normal      9.163479e+00      --  233.00      319  |normal      9.163479e+00      --    1.55      187  |normal      9.163467e+00      --  502.00    30081  |
cecil_13                    841   162   899 min -1.156565e+05  |iterlim    -1.083132e+05    6.78   81.63     2144  |normal     -1.083901e+05    6.70   43.99    40648  |normal     -1.056090e+05    9.51    1.75       56  |normal     -9.457367e+04   22.29    8.73       --  |normal     -1.156565e+05    0.00   64.00        0  |normal     -1.156565e+05    0.00   40.67       31  |timelim    -1.156565e+05    0.00  900.60     1190  |timelim    -1.155585e+05    0.08  900.64    16448  |normal     -1.089469e+05    6.16    2.08       --  |--                    --     inf      --       -- !|timelim    -1.156565e+05   -0.00  900.04     4156  |--                    --     inf      --       -- !|timelim    -1.156565e+05    0.00  902.02   137533  |
chp_shorttermplan1a        1009   144  2069 min  2.148424e+02  |timelim              inf      --  915.53   306318  |timelim     2.148424e+02      --  906.87  3121391  |normal      2.148604e+02      --    5.69     1676  |normal      2.281939e+02      --   51.62       --  |timelim     2.148424e+02      --  900.01      492  |normal      2.148391e+02      --  129.15     1202  |normal      2.156092e+02      --   82.17        0  |timelim     2.527585e+02      --  900.50     1901  |normal                --      --    0.02       --  |--                    --      --      --       -- !|timelim              inf      --  900.04     1449  |normal                --      --    0.17       --  |normal      2.148419e+02      --    9.39       73  |
chp_shorttermplan1b        1681   288  3851 min  2.541370e+02  |timelim              inf      --  908.69   139483  |timelim     2.669631e+02      --  921.15  1724139  |timelim     2.543139e+02      --  901.58   815695  |normal      3.111102e+02      --  284.77       --  |timelim     2.543763e+02      --  900.02        0  |timelim     2.550966e+02      --  900.00      280  |normal      2.715467e+02      --  668.10        0  |timelim              inf      --  902.65      175  |normal                --      --    0.07       --  |--                    --      --      --       -- !|timelim              inf      --  900.07     1253  |normal                --      --    0.22       --  |timelim     2.544001e+02      --  900.00    32192  |
chp_shorttermplan2a        1585   240  3897 min  2.458004e+05  |timelim              inf      --  900.97    12161  |timelim     2.458004e+05      --  927.37  1721491  |normal      2.458004e+05      --   11.95      908  |normal      2.467549e+05      --  149.83       --  |normal      2.458004e+05      --  127.01        0  |normal      2.458004e+05      --   37.43        3  |normal                --      --    4.83        0  |timelim     2.475756e+05      --  904.13      877  |normal                --      --    0.06       --  |--                    --      --      --       -- !|timelim              inf      --  900.07      301  |normal                --      --    0.20       --  |normal      2.458000e+05      --  140.13    12791  |
chp_shorttermplan2b        1393   192  2553 min -1.627352e+05  |iterlim              inf      --  480.71   434359  |normal     -1.470829e+05      --   40.59    66225  |timelim              inf      --  900.40   339580  |normal      2.238595e+05      --   36.41       --  |normal     -1.627352e+05      --  479.01        3  |timelim    -1.627352e+05      --  900.00     7665  |normal                --      --  261.18        0  |timelim    -1.742091e+05      --  908.05     1515 !|normal                --      --    0.07       --  |--                    --      --      --       -- !|timelim    -1.625852e+05      --  900.06     1596  |normal                --      --    0.21       --  |timelim    -1.627352e+05      --  900.00    21073  |
chp_shorttermplan2d        3121   528  6839 min  4.893821e+05  |iterlim              inf      --  577.18    23551  |timelim              inf      --  907.33  1083066  |timelim              inf      --  903.30  1540498  |timelim              inf      --  902.36       --  |timelim     5.040500e+05      --  900.02        0  |timelim     4.860018e+05      --  900.00       34  |normal                --      --   42.66        0  |timelim              inf      --  900.01      242  |normal                --      --    0.24       --  |--                    --      --      --       -- !|timelim              inf      --  900.14      231  |normal                --      --    0.37       --  |timelim              inf      --  900.00    10666  |
crudeoil_lee1_05            536    40  1241 max  7.975000e+01  |normal      7.975000e+01    0.00    6.13       48  |normal      7.975000e+01    0.00    1.65       29  |normal      7.968970e+01    0.08    0.51      578  |normal      7.975000e+01    0.00   11.14       --  |normal      7.975000e+01    0.00    0.00        0  |normal      7.975000e+01    0.00    2.57        1  |--                    --     inf      --       -- !|normal      7.935000e+01    0.50   68.67       68  |normal      7.975000e+01    0.00    0.31       --  |normal      7.975000e+01    0.00    0.14       18  |normal      7.975000e+01    0.00   16.62        1  |normal      7.975000e+01    0.00    4.05      366  |normal      7.975000e+01    0.00    1.40        4  |
crudeoil_lee1_06            643    48  1504 max  7.975000e+01  |normal      7.975000e+01    0.00   10.91      164  |normal      7.975000e+01    0.00   10.21        0  |normal      7.968146e+01    0.09    0.82      480  |normal      7.975000e+01    0.00   13.56       --  |normal      7.975000e+01    0.00    1.00        0  |normal      7.975000e+01    0.00    2.31        1  |timelim             -inf     inf  940.84        8  |normal      7.975000e+01    0.00  378.03     2456  |normal      7.975000e+01    0.00    0.44       --  |normal      7.975000e+01    0.00    0.25      148  |normal      7.975000e+01    0.00  109.86        5  |normal      7.875000e+01    1.27    4.50      286  |normal      7.975000e+01    0.00    1.85       15  |
crudeoil_lee1_07            750    56  1777 max  7.975000e+01  |normal      7.975000e+01    0.00    7.31      107  |normal      7.975000e+01    0.00    3.42        0  |normal      7.975000e+01    0.00    0.72      468  |normal      7.975000e+01    0.00   14.10       --  |normal      7.975000e+01    0.00    0.01        0  |normal      7.975000e+01    0.00    7.63        9  |--                    --     inf      --       -- !|normal      7.975000e+01   -0.00  379.82     1601  |normal      7.875000e+01    1.27    1.03       --  |normal      7.975000e+01    0.00    0.34      137  |normal      7.975000e+01    0.00   83.92        1  |normal      7.935000e+01    0.50    6.86      278  |normal      7.975000e+01    0.00    2.54       39  |
crudeoil_lee1_08            857    64  2060 max  7.975000e+01  |normal      7.975000e+01    0.00   29.69      722  |normal      7.975000e+01    0.00   15.29      419  |normal      7.975000e+01    0.00    1.01      562  |normal      7.975000e+01    0.00   12.39       --  |normal      7.975000e+01    0.00    2.02        0  |normal      7.975000e+01    0.00    3.84        1  |--                    --     inf      --       -- !|timelim     7.975000e+01    0.00  901.15     2097  |normal      7.975000e+01    0.00    1.07       --  |normal      7.975000e+01    0.00    0.49      324  |normal      7.972222e+01    0.03  121.27       19  |normal      7.975000e+01    0.00   31.27     1092  |normal      7.975000e+01    0.00    3.74       33  |
crudeoil_lee1_09            964    72  2353 max  7.975000e+01  |normal      7.975000e+01    0.00   14.97      457  |normal      7.975000e+01    0.00   16.78      117  |normal      7.973737e+01    0.02    1.34      775  |normal      7.975000e+01    0.00   29.72       --  |normal      7.975000e+01    0.00    1.02        0  |normal      7.975000e+01    0.00   15.85        7  |--                    --     inf      --       -- !|timelim     7.875000e+01    1.27  903.70     1923  |normal      7.975000e+01    0.00    1.24       --  |normal      7.975000e+01    0.00    0.62      225  |normal      7.975000e+01    0.00  259.96        1  |normal      7.935000e+01    0.50   44.10     1254  |normal      7.975000e+01    0.00    8.49       36  |
crudeoil_lee1_10           1071    80  2656 max  7.975000e+01  |normal      7.975000e+01    0.00   40.77     1844  |normal      7.975000e+01    0.00   16.97      212  |normal      7.975000e+01    0.00    1.35      512  |normal      7.975000e+01    0.00   28.92       --  |normal      7.975000e+01    0.00    1.02        0  |normal      7.975000e+01    0.00   10.80        1  |iterlim             -inf     inf  615.01        2  |timelim             -inf     inf  901.02      657  |normal      7.935000e+01    0.50    1.41       --  |normal      7.975000e+01    0.00    0.67      198  |timelim             -inf     inf  971.32        0  |normal      7.975000e+01    0.00   57.41     1187  |normal      7.975000e+01    0.00   12.62       50  |
crudeoil_lee2_05           1156    70  2582 max  9.616988e+01  |normal      9.616987e+01    0.00   10.67      118  |normal      9.616988e+01    0.00   14.50        0  |normal      9.616988e+01    0.00    1.10      129  |normal      9.616988e+01    0.00    4.24       --  |normal      9.616988e+01    0.00    0.04        0  |normal      9.616988e+01    0.00    6.31        1  |iterlim             -inf     inf  895.00        1  |normal              -inf     inf   64.96        4  |normal      9.616988e+01    0.00    1.51       --  |normal      9.616988e+01    0.00    0.39       96  |timelim             -inf     inf  900.02        0  |normal      9.000000e+01    6.86   65.81     1792  |normal      9.616987e+01    0.00   12.85        1  |
crudeoil_lee2_06           1387    84  3118 max  1.011746e+02  |normal      1.011746e+02    0.00   15.54      312  |normal      1.011738e+02    0.00    7.39      122  |normal      1.011724e+02    0.00    1.25      212  |normal      1.011746e+02    0.00   21.64       --  |normal      1.011746e+02    0.00    1.01        0  |normal      1.011738e+02    0.00   16.20        1  |iterlim             -inf     inf  375.62        0  |normal              -inf     inf  464.53        2  |normal      9.616988e+01    5.20    1.95       --  |normal      1.011744e+02    0.00    0.50       81  |timelim             -inf     inf  900.02        0  |normal      9.775138e+01    3.50  158.81     2731  |normal      1.011746e+02    0.00    7.84       44  |
crudeoil_lee2_07           1618    98  3671 max  1.011746e+02  |normal      1.011746e+02    0.00   19.95      946  |normal      1.011738e+02    0.00   12.98      135  |normal      1.011746e+02    0.00    2.17      460  |normal      1.011746e+02    0.00   20.86       --  |normal      1.011746e+02    0.00    3.07        0  |normal      1.011746e+02    0.00    5.94        1  |iterlim             -inf     inf  310.82        0  |normal              -inf     inf  617.96        2  |normal      9.775138e+01    3.50    3.38       --  |normal      1.011746e+02    0.00    0.91      439  |timelim             -inf     inf  900.03        0  |normal      1.011738e+02    0.00  477.85     6038  |normal      1.011746e+02    0.00   14.03      145  |
crudeoil_lee2_08           1849   112  4241 max  1.011746e+02  |normal      1.011746e+02    0.00   25.51     1403  |normal      1.011746e+02    0.00   13.29        0  |normal      1.011745e+02    0.00    3.38     1197  |normal      1.011746e+02    0.00   11.11       --  |normal      1.011746e+02    0.00    4.12        0  |normal      1.011746e+02    0.00   26.45        1  |--                    --     inf      --       -- !|normal              -inf     inf  238.00        2  |normal      1.011738e+02    0.00    6.00       --  |normal      1.011166e+02    0.06    2.63     1049  |timelim             -inf     inf  904.57        0  |timelim     1.004429e+02    0.73  903.17     8989  |normal      1.011746e+02    0.00   39.85      224  |
crudeoil_lee2_09           2080   126  4828 max  1.011746e+02  |normal      1.011746e+02    0.00   30.00     1201  |normal      1.011738e+02    0.00   17.50      230  |normal      1.011746e+02    0.00    7.44     1866  |normal      9.799000e+01    3.25   20.72       --  |normal      1.011746e+02    0.00    6.09        0  |normal      1.011746e+02    0.00   21.54        1  |iterlim             -inf     inf  405.25        0  |normal              -inf     inf  652.13        2  |normal                --     inf    3.00       --  |normal      1.011746e+02    0.00    3.16     1399  |timelim             -inf     inf  900.04        1  |timelim             -inf     inf  902.54     6030  |normal      1.011746e+02    0.00   70.73      628  |
crudeoil_lee2_10           2311   140  5432 max  1.011746e+02  |normal      1.011746e+02    0.00   43.99     2324  |normal      1.011746e+02    0.00   17.43      304  |normal      1.011746e+02    0.00    9.66     2555  |normal      1.011746e+02    0.00   38.15       --  |normal      1.011746e+02    0.00    8.03        0  |normal      1.011746e+02    0.00   60.26        1  |--                    --     inf      --       -- !|timelim             -inf     inf  901.76        3  |normal      9.450000e+01    7.06    6.87       --  |normal      1.011746e+02    0.00    2.63      876  |timelim             -inf     inf  900.06        0  |timelim             -inf     inf  902.17     4988  |normal      1.011746e+02    0.00   95.66      585  |
