                         SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
portfol_shortfall050_68       557.411777        554.980784   653.798186          648.381747  554.980784   653.798186
prob02                          0.061285          0.053612     0.119589            0.097981    0.053612     0.119589
prob03                          0.040226          0.050504     0.050843            0.070411    0.040226     0.070411
procsel                         0.061957          0.060256     0.114707            0.083437    0.060256     0.114707
sep1                            0.089151          0.088508     0.188684            0.139155    0.088508     0.188684
sepasequ_convent                5.655554          5.629986    10.129643            7.429825    5.629986    10.129643
sjup2                          52.692693         52.821011    84.415351           77.239351   52.692693    84.415351
smallinvSNPr1b100-110           7.515777          7.460752     7.898345            7.412034    7.412034     7.898345
smallinvSNPr1b200-220           9.161416          8.925692     9.515317            9.032825    8.925692     9.515317
smallinvSNPr2b010-011           0.859333          0.870457     1.124326            0.884182    0.859333     1.124326
smallinvSNPr2b020-022           3.710720          3.732455     4.154707            3.742663    3.710720     4.154707
smallinvSNPr2b050-055           3.149748          3.140197     3.449459            3.123924    3.123924     3.449459
smallinvSNPr2b100-110           6.953178          7.077499     7.688218            7.056042    6.953178     7.688218
smallinvSNPr2b200-220           5.477583          5.618453     6.006987            5.484544    5.477583     6.006987
smallinvSNPr3b010-011           0.291583          0.301974     0.566925            0.311862    0.291583     0.566925
smallinvSNPr3b020-022           1.956515          1.950670     2.250740            1.943955    1.943955     2.250740
smallinvSNPr3b050-055           7.500767          7.431724     7.973401            7.301332    7.301332     7.973401
smallinvSNPr3b100-110          15.178833         15.113086    15.151443           15.142201   15.113086    15.178833
smallinvSNPr3b150-165           9.516268          9.445403     9.893965            9.523360    9.445403     9.893965
smallinvSNPr3b200-220           7.766958          7.751770     8.302853            7.886102    7.751770     8.302853
smallinvSNPr4b010-011           6.313078          6.182497     6.572592            6.285207    6.182497     6.572592
smallinvSNPr4b020-022           1.590964          1.663863     1.869383            1.572736    1.572736     1.869383
smallinvSNPr4b050-055          25.708194         25.631431    26.667051           26.214797   25.631431    26.667051
smallinvSNPr4b200-220           3.900617          3.958672     4.246381            3.921850    3.900617     4.246381
smallinvSNPr5b010-011           4.599081          4.623309     4.878521            4.581479    4.581479     4.878521
smallinvSNPr5b020-022          13.285024         13.450119    13.932976           13.210775   13.210775    13.932976
smallinvSNPr5b050-055           2.372923          2.337995     2.616443            2.364298    2.337995     2.616443
smallinvSNPr5b100-110          12.224404         12.364771    12.690697           12.391310   12.224404    12.690697
smallinvSNPr5b200-220           3.523619          3.480772     3.764632            3.447693    3.447693     3.764632
spectra2                        0.232523          0.229700     2.584835            0.692288    0.229700     2.584835
squfl010-025persp               1.592442          1.543138     3.118686            2.124096    1.543138     3.118686
squfl010-080persp              17.797504         17.726749    31.382747           23.716521   17.726749    31.382747
squfl015-060persp              18.150814         18.717557    31.959087           21.823171   18.150814    31.959087
squfl025-025persp               9.127393          9.077839    17.049922           11.786334    9.077839    17.049922
squfl025-030persp              12.025556         12.030943    23.379941           15.872689   12.025556    23.379941
st_e15                          0.065674          0.053638     0.106327            0.074979    0.053638     0.106327
st_e36                          0.059109          0.054752     0.110480            0.071860    0.054752     0.110480
st_e38                          0.037927          0.037951     0.068171            0.053577    0.037927     0.068171
supplychainp1_020306            0.074999          0.075367     0.199658            0.149034    0.074999     0.199658
supplychainp1_030510            0.085837          0.086337     0.827573            0.643888    0.085837     0.827573
supplychainr1_020306            0.051486          0.051767     0.119956            0.081459    0.051486     0.119956
supplychainr1_022020            0.671125          0.659446    10.243882            3.008814    0.659446    10.243882
tloss                           0.085519          0.885569     0.117522           16.546411    0.085519    16.546411
unitcommit2                   900.332368        900.644658   902.354465          901.164414  900.332368   902.354465
util                            0.103489          0.102139     0.308658            0.237258    0.102139     0.308658
watertreatnd_flow               0.286280          0.290930     0.606256            0.328516    0.286280     0.606256
