                                  Instance                                  |                                    aecp.1@0                                    |                                    aoa.0@0                                     |                                    baron@0                                     |                                    boa.1@0                                     |                                   dicopt.1@0                                   |                                  minotaur.0@0                                  |                                    sbb.1@0                                     |                                    scip.1@0                                    |                                    shot.1@0                                    |
ball_mk4_15                31    30      2 min  5.882886e+01            --  |timelim    -8.242533e+01      --           inf      --    inf 902.03        --  |normal               inf      --           inf      --   0.00 901.34        --  |normal               inf      --           inf      --   0.00 106.26     10453  |timelim    -3.360866e+01      --           inf      --    inf 901.41    363607  |timelim    -3.300000e+01      --           inf      --    inf 901.68        --  |--                    --      --            --      --     --     --        -- !|--                    --      --            --      --     --     --        -- !|timelim     1.326175e+01      --           inf      --    inf 900.00    219484  |timelim     4.200000e+01      --           inf      --    inf 900.04    151094  |
batch                      47    24     74 min  2.855065e+05  2.855065e+05  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.59        --  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.02        --  |normal      2.852213e+05    0.10  2.855065e+05    0.00   0.10   0.09         1  |normal      2.855065e+05    0.00  2.855065e+05   -0.00  -0.00   4.76         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.12        --  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.02         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.31        42  |normal      2.855039e+05    0.00  2.855065e+05    0.00   0.00   0.40         1  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.13         0  |
batch0812                 101    60    218 min  2.687027e+06  2.687027e+06  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   1.11        --  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.02        --  |normal      2.684858e+06    0.08  2.687027e+06    0.00   0.08   0.21         6  |normal      2.687027e+06    0.00  2.687027e+06   -0.00  -0.00   9.32         0  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.18        --  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.03         0  |normal      2.686773e+06    0.01  2.687027e+06   -0.00   0.01   0.69       161  |normal      2.685296e+06    0.06  2.687027e+06    0.00   0.06   0.36         1  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.22        14  |
batchdes                   20     9     20 min  1.674277e+05  1.674277e+05  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.22        --  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.01        --  |normal      1.672604e+05    0.10  1.674277e+05    0.00   0.10   0.04         1  |normal      1.674277e+05    0.00  1.674277e+05   -0.00  -0.00   0.84         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.04        --  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.01         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.22        12  |normal      1.674222e+05    0.00  1.674277e+05    0.00   0.00   0.11         1  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |
batchs101006m             279   129   1020 min  7.694404e+05  7.694404e+05  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   7.32        --  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.45        --  |normal      7.686717e+05    0.10  7.694404e+05   -0.00   0.10   4.74        75  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00  72.42         0  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.82        --  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.39         0  |normal      7.686769e+05    0.10  7.694404e+05   -0.00   0.10  51.12      5644  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   5.23       349  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.36       867  |
batchs121208m             407   203   1512 min  1.241126e+06  1.241126e+06  |normal      1.241126e+06    0.00  1.241126e+06    0.00   0.00  29.14        --  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   0.48        --  |normal      1.239886e+06    0.10  1.241126e+06    0.00   0.10  12.01       119  |normal      1.241126e+06    0.00  1.241126e+06   -0.00   0.00  38.99         0  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.75        --  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.99         0  |normal      1.240570e+06    0.04  1.241126e+06    0.00   0.04  99.72      7445  |normal      1.241126e+06    0.00  1.241126e+06   -0.00   0.00  10.82       622  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.21      1569  |
batchs151208m             446   203   1782 min  1.543472e+06  1.543472e+06  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00 138.64        --  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   1.70        --  |normal      1.541930e+06    0.10  1.543472e+06   -0.00   0.10  51.03       429  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  54.93         0  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   4.73        --  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   4.57         0  |normal      1.542882e+06    0.04  1.544419e+06    0.06   0.10  56.44      3654  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  14.24      1196  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   7.12     11365  |
batchs201210m             559   251   2328 min  2.295349e+06  2.295349e+06  |normal      2.295349e+06    0.00  2.295349e+06   -0.00  -0.00  35.66        --  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.93        --  |normal      2.293598e+06    0.08  2.295891e+06    0.02   0.10 338.96      2982  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  48.36         0  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.60        --  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.93         0  |normal      2.293598e+06    0.08  2.295891e+06    0.02   0.10 199.24      9170  |normal      2.293928e+06    0.06  2.295349e+06   -0.00   0.06  17.28      1680  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.47      5994  |
clay0203h                  91    18    133 min  4.157330e+04  4.157330e+04  |normal      4.157329e+04    0.00  4.157330e+04    0.00   0.00   0.81        --  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.10        --  |normal      4.153177e+04    0.10  4.157330e+04    0.00   0.10   0.62        17  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00  21.41         0  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.39        --  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.11         0  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   2.77       400  |normal      4.157314e+04    0.00  4.157330e+04   -0.00   0.00   0.35        89  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.35       160  |
clay0203m                  31    18     55 min  4.157326e+04  4.157326e+04  |normal      4.157324e+04    0.00  4.157326e+04   -0.00   0.00   1.15        --  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.06        --  |normal      4.153173e+04    0.10  4.157326e+04    0.00   0.10   0.23        15  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00  19.01         0  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   3.84        --  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.04         0  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.76       322  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.41        94  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.15       107  |
clay0204h                 165    32    235 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   4.18        --  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.30        --  |normal      6.538462e+03    0.10  6.545000e+03    0.00   0.10   0.51         1  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00  20.16         0  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.44        --  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.24         0  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00  22.35      3685  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   1.61       821  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.66      1299  |
clay0204m                  53    32     91 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.37        --  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.14        --  |normal      6.540000e+03    0.08  6.545000e+03    0.00   0.08   0.38        11  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00  11.22         0  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.32        --  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.08         0  |normal      6.540000e+03    0.08  6.545000e+03    0.00   0.08   5.12      2561  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.80       434  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.21       822  |
clay0205h                 261    50    366 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  17.84        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.63        --  |normal      8.084416e+03    0.10  8.092500e+03    0.00   0.10   3.63         7  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  68.55         0  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   4.64        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   5.60         0  |normal      8.085000e+03    0.09  8.092500e+03    0.00   0.09 272.06     57691  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   9.19      6378  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.98     10934  |
clay0205m                  81    50    136 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   5.33        --  |normal      0.000000e+00     inf  0.000000e+00     inf   0.00   0.82        -- !|normal      8.084416e+03    0.10  8.092500e+03    0.00   0.10   3.13        51  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  41.63         0  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.39        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.00         0  |normal      8.084902e+03    0.09  8.092500e+03    0.00   0.09  99.18     50549  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   3.50      3296  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   0.43      3862  |
clay0303h                 100    21    151 min  2.666913e+04  2.666913e+04  |normal      2.666904e+04    0.00  2.666913e+04   -0.00   0.00   1.91        --  |normal      2.666913e+04    0.00  2.666913e+04   -0.00   0.00   0.17        --  |normal      2.664249e+04    0.10  2.666913e+04   -0.00   0.10   0.65        15  |normal      2.666913e+04    0.00  2.666913e+04    0.00   0.00  42.92         0  |normal      2.666913e+04    0.00  2.666913e+04   -0.00   0.00   5.15        --  |normal      2.666913e+04    0.00  2.666913e+04   -0.00   0.00   0.25         0  |normal      2.666913e+04    0.00  2.666913e+04   -0.00   0.00   3.07       661  |normal      2.666851e+04    0.00  2.666913e+04   -0.00   0.00   0.45        73  |normal      2.666913e+04    0.00  2.666913e+04   -0.00   0.00   0.30       404  |
clay0303m                  34    21     67 min  2.666911e+04  2.666911e+04  |normal      2.666911e+04    0.00  2.666911e+04    0.00   0.00   2.05        --  |normal      2.666911e+04   -0.00  2.666911e+04    0.00   0.00   0.10        --  |normal      2.664247e+04    0.10  2.666911e+04   -0.00   0.10   0.46        33  |normal      2.666911e+04    0.00  2.666911e+04   -0.00  -0.00  23.50         0  |normal      2.666911e+04    0.00  2.666911e+04   -0.00   0.00  14.39        --  |normal      2.666911e+04   -0.00  2.666911e+04    0.00   0.00   0.09         0  |normal      2.758834e+04   -3.45  2.758834e+04    3.45   0.00   0.67       270 !|normal      2.666911e+04    0.00  2.666911e+04   -0.00   0.00   0.35        23  |normal      2.666911e+04   -0.00  2.666911e+04    0.00   0.00   0.21       259  |
clay0304h                 177    36    259 min  4.026242e+04  4.026242e+04  |normal      4.026242e+04    0.00  4.026242e+04    0.00   0.00   6.40        --  |normal      4.026242e+04   -0.00  4.026242e+04    0.00   0.00   0.68        --  |normal      4.022220e+04    0.10  4.026242e+04    0.00   0.10   3.58       102  |normal      4.026242e+04   -0.00  4.026242e+04    0.00   0.00  67.78         0  |timelim     1.123660e+04  258.32  6.416781e+04   59.37 471.06 900.06        --  |normal      4.026242e+04   -0.00  4.026242e+04    0.00   0.00   3.32         0  |normal      4.022660e+04    0.09  4.026242e+04    0.00   0.09 218.07     30824  |normal      4.026242e+04    0.00  4.026242e+04   -0.00   0.00   3.19       639  |normal      4.026242e+04   -0.00  4.026242e+04    0.00   0.00   0.80      1799  |
clay0304m                  57    36    107 min  4.026239e+04  4.026239e+04  |normal      4.026238e+04    0.00  4.026239e+04    0.00   0.00   3.93        --  |normal      4.026239e+04   -0.00  4.026239e+04    0.00   0.00   0.50        --  |normal      4.022217e+04    0.10  4.026239e+04    0.00   0.10   1.53        87  |normal      4.026239e+04    0.00  4.026239e+04   -0.00   0.00  53.45         0  |other       8.422924e+03  378.01  4.026239e+04    0.00 378.01 178.28        -- !|normal      4.026239e+04   -0.00  4.026239e+04    0.00   0.00   0.60         0  |normal      4.026239e+04    0.00  4.026239e+04    0.00   0.00  46.70     19939  |normal      4.026239e+04    0.00  4.026239e+04   -0.00   0.00   0.75       239  |normal      4.026239e+04    0.00  4.026239e+04   -0.00   0.00   0.34      1340  |
clay0305h                 276    55    396 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  10.77        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.13        --  |normal      8.084416e+03    0.10  8.092500e+03    0.00   0.10   4.96        13  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  68.20         0  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   7.36        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  11.72         0  |normal      8.084875e+03    0.09  8.092500e+03    0.00   0.09 687.49    105373  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   8.59      6849  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.91     10431  |
clay0305m                  86    55    156 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   6.73        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.59        --  |normal      8.084416e+03    0.10  8.092500e+03    0.00   0.10   3.98        37  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  44.19         0  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.59        --  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.24         0  |normal      8.085000e+03    0.09  8.092500e+03    0.00   0.09  76.03     34883  |normal      8.092499e+03    0.00  8.092499e+03   -0.00   0.00   5.66      5035  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   0.69      9074  |
cvxnonsep_normcon20        21    10      2 min -2.174915e+01 -2.174915e+01  |normal     -2.175048e+01    0.01 -2.174915e+01   -0.00   0.01 108.58        --  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   1.16        --  |normal     -2.175820e+01    0.04 -2.174915e+01   -0.00   0.04   0.11         9  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00 350.29         0  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00  22.98        --  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.69         0  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.16        22  |normal     -2.176795e+01    0.09 -2.174915e+01   -0.00   0.09   1.07       341  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   1.04      1630  |
cvxnonsep_normcon20r       41    10     22 min -2.174915e+01 -2.174915e+01  |normal     -2.174964e+01    0.00 -2.174915e+01   -0.00   0.00   2.18        --  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.04        --  |normal     -2.177092e+01    0.10 -2.174915e+01   -0.00   0.10   0.08         1  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00  10.68         0  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.08        --  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.04         0  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.17        22  |normal     -2.175319e+01    0.02 -2.174915e+01   -0.00   0.02   0.09         1  |normal     -2.174915e+01    0.00 -2.174915e+01   -0.00   0.00   0.10         0  |
cvxnonsep_normcon30        31    15      2 min -3.424397e+01 -3.424397e+01  |timelim    -3.451967e+01    0.81 -3.424397e+01    0.00   0.81 902.02        --  |normal     -3.424397e+01    0.00 -3.424397e+01    0.00   0.00  31.52        --  |normal     -3.427824e+01    0.10 -3.424397e+01   -0.00   0.10   0.29        21  |--                    --     inf            --     inf     --     --        -- !|timelim    -3.436940e+01    0.37 -3.424397e+01   -0.00   0.37 900.04        --  |normal     -3.424397e+01    0.00 -3.424397e+01    0.00   0.00  27.00         0  |normal     -3.427467e+01    0.09 -3.424397e+01    0.00   0.09   0.20        56  |normal     -3.427818e+01    0.10 -3.424397e+01   -0.00   0.10  23.49      6546  |normal     -3.424397e+01    0.00 -3.424397e+01   -0.00   0.00  96.45     18321  |
cvxnonsep_normcon30r       61    15     32 min -3.424397e+01 -3.424397e+01  |normal     -3.424459e+01    0.00 -3.424397e+01    0.00   0.00   3.57        --  |normal     -3.424397e+01    0.00 -3.424397e+01    0.00   0.00   0.04        --  |normal     -3.427825e+01    0.10 -3.424397e+01   -0.00   0.10   0.23        17  |normal     -3.424397e+01    0.00 -3.424397e+01   -0.00   0.00  16.23         0  |normal     -3.422751e+01   -0.05 -3.422751e+01    0.05   0.00   0.21        --  |normal     -3.424397e+01    0.00 -3.424397e+01   -0.00   0.00   0.09         0  |normal     -3.427467e+01    0.09 -3.424397e+01    0.00   0.09   0.24        56  |normal     -3.424410e+01    0.00 -3.424398e+01   -0.00   0.00   0.30        45  |normal     -3.422751e+01   -0.05 -3.422751e+01    0.05   0.00   0.21         0  |
cvxnonsep_normcon40        41    20      2 min -3.262967e+01 -3.262967e+01  |timelim    -3.334048e+01    2.18 -3.258836e+01    0.13   2.31 901.32        --  |timelim    -3.268882e+01    0.18 -3.262967e+01    0.00   0.18 903.93        --  |normal     -3.266233e+01    0.10 -3.262967e+01    0.00   0.10   0.93       113  |--                    --     inf            --     inf     --     --        -- !|timelim    -3.288554e+01    0.78 -3.262967e+01    0.00   0.78 900.09        --  |normal               inf     inf           inf     inf   0.00   0.02         0 !|normal     -3.266231e+01    0.10 -3.262967e+01    0.00   0.10   0.37       184  |timelim    -3.300776e+01    1.16 -3.259665e+01    0.10   1.26 900.15     41755  |timelim    -3.297024e+01    1.04 -3.262967e+01   -0.00   1.04 900.08     18012  |
cvxnonsep_normcon40r       81    20     42 min -3.262967e+01 -3.262967e+01  |normal     -3.263048e+01    0.00 -3.262967e+01    0.00   0.00   4.57        --  |normal     -3.262967e+01   -0.00 -3.262967e+01    0.00   0.00   0.08        --  |normal     -3.266233e+01    0.10 -3.262967e+01    0.00   0.10   0.77        99  |normal     -3.262967e+01   -0.00 -3.262967e+01    0.00   0.00  11.24         0  |normal     -3.262967e+01   -0.00 -3.262967e+01    0.00   0.00   0.09        --  |normal     -3.262967e+01   -0.00 -3.262967e+01    0.00   0.00   0.38         0  |normal     -3.266231e+01    0.10 -3.262967e+01    0.00   0.10   0.48       184  |normal     -3.263007e+01    0.00 -3.262967e+01   -0.00   0.00   0.10         1  |normal     -3.262967e+01   -0.00 -3.262967e+01    0.00   0.00   0.31       303  |
cvxnonsep_nsig20           21    10      2 min  8.094930e+01  8.094930e+01  |normal      8.090497e+01    0.05  8.094930e+01    0.00   0.05  81.42        --  |normal      8.094930e+01    0.00  8.094930e+01   -0.00   0.00   1.16        --  |normal      8.094242e+01    0.01  8.095689e+01    0.01   0.02   0.28        27  |normal      8.094930e+01    0.00  8.094930e+01   -0.00   0.00 244.74         0  |normal      8.094930e+01    0.00  8.094930e+01    0.00   0.00   9.47        --  |normal      8.094930e+01    0.00  8.094930e+01   -0.00   0.00   0.47         0  |normal      8.087242e+01    0.10  8.094930e+01   -0.00   0.10   0.17        20  |normal      8.094926e+01    0.00  8.094926e+01   -0.00   0.00  96.10     36299  |normal      8.095384e+01   -0.01  8.095384e+01    0.01   0.00   1.98      2319  |
