                                   Instance                                    |                                  Scb2804m@1                                   |                                  Scp2804m@1                                   |                                  Scp2804nq@1                                  |                                 Scp2804nqm@1                                  |                                 Scp2804nqme@1                                 |                                Scp2804nqmopt@1                                |                               Scp2804nqmoptsp@1                               |                                Scp2804nqmsp@1                                 |                                 Scp2804nref@1                                 |                                  Scp2804s@1                                   |                                 Scp2804st1@1                                  |                                 Scp2804st4@1                                  |                                  Sgb2804s@1                                   |
ball_mk4_15                   30    30      1 min  2.121536e+01            --  |timelim    -9.130060e+03      --           inf      --    inf 900.01  2197805  |timelim             -inf      --           inf      --    inf 906.24 15360261  |timelim    -7.290801e+03      --           inf      --    inf 900.02   531980  |timelim    -3.664752e+03      --           inf      --    inf 900.02  8541712  |timelim    -3.664759e+03      --           inf      --    inf 900.01  8467834  |timelim    -1.137507e+04      --           inf      --    inf 900.01  9482031  |timelim    -1.330046e+04      --           inf      --    inf 900.01 11002752  |timelim    -7.228297e+03      --           inf      --    inf 906.64 10158468  |timelim    -3.916006e+03      --           inf      --    inf 900.01  8967187  |timelim             -inf      --           inf      --    inf 907.74        0  |timelim             -inf      --           inf      --    inf 900.10        0  |timelim             -inf      --           inf      --    inf 902.45        0  |timelim             -inf      --           inf      --    inf 900.02        0  |
batch                         46    24     73 min  2.855065e+05  2.855065e+05  |normal      2.855065e+05    0.00  2.855065e+05   -0.00   0.00   0.47        4  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.16        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.16        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.12        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.11        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.13        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10        3  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.11        0  |
batch0812                    100    60    217 min  2.687027e+06  2.687027e+06  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   1.36       11  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.35        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.20       18  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.36        0  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.40        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.24        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.23        0  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.34        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.14        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.20       18  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.19       15  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.20       22  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.12        9  |
batchdes                      19     9     19 min  1.674277e+05  1.674277e+05  |normal      1.674277e+05    0.00  1.674277e+05   -0.00   0.00   0.08        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.06        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.07        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.04        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.04        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.04        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05        0  |
batchs101006m                278   129   1019 min  7.694404e+05  7.694404e+05  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00  13.46      394  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.60      634  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.79      237  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.59      634  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.38      742  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.63      347  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.57      385  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.58      584  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.07      669  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.80      237  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.69      160  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.67      223  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   0.48      678  |
batchs121208m                406   203   1511 min  1.241126e+06  1.241126e+06  |normal      1.241126e+06    0.00  1.241126e+06   -0.00   0.00  63.04     5129  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   7.06     4201  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.62     1083  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   7.04     4201  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   3.81     2755  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   3.24     5930  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.27     3054  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   7.41     4736  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.46     3975  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.63     1083  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.40      820  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.45      977  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   0.82     1213  |
batchs151208m                445   203   1781 min  1.543472e+06  1.543472e+06  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00 165.75     8743  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   6.36     3913  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   2.31     1985  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   6.37     3913  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   5.35     7171  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   1.77     4061  |normal      1.544419e+06   -0.06  1.544419e+06    0.06   0.00   2.60     8662  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   8.73     6067  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   4.40     7744  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   2.22     1985  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   2.50      432  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   2.01      793  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   1.71     1787  |
batchs201210m                558   251   2327 min  2.295349e+06  2.295349e+06  |iterlim     2.269945e+06    1.12  2.437016e+06    6.17   7.36  22.14        3  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  13.75     7574  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   2.30     1532  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  13.92     7574  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  13.28     7049  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   2.67     5627  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   2.40     5547  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  10.07     5812  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.43     9308  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   2.26     1532  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.53     2870  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   2.51     2329  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.29     1866  |
clay0203h                     90    18    132 min  4.157330e+04  4.157330e+04  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   4.91      201  |normal      4.157285e+04    0.00  4.157285e+04   -0.00   0.00   0.38        0  |normal      4.157032e+04    0.01  4.157032e+04   -0.01   0.00   0.17      114  |normal      4.157285e+04    0.00  4.157285e+04   -0.00   0.00   0.37        0  |normal      4.157330e+04    0.00  4.157330e+04   -0.00   0.00   0.51      115  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.28        0  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.47       30  |normal      4.157285e+04    0.00  4.157285e+04   -0.00   0.00   0.39        0  |normal      4.157285e+04    0.00  4.157285e+04   -0.00   0.00   0.37        0  |normal      4.157032e+04    0.01  4.157032e+04   -0.01   0.00   0.17      114  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.15       91  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.16       72  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.14      147  |
clay0203hfsg                  90    18    132 min  4.157326e+04  4.157326e+04  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   1.84      118  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.29       31  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.13       29  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.29       31  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.32      190  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.20      239  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.26      204  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.28       23  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.29       31  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.12       29  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.12       50  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.11       50  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.12      104  |
clay0203m                     30    18     54 min  4.157326e+04  4.157326e+04  |normal      4.135790e+04    0.52  4.157317e+04   -0.00   0.52   1.61      228  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.17       81  |normal      4.157325e+04    0.00  4.157325e+04   -0.00   0.00   0.10      136  |normal      2.219452e+03   Large  4.157174e+04   -0.00  Large   0.19      293  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.14      583  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.22      865  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.37     1857  |normal      2.360000e+03   Large  4.157175e+04   -0.00  Large   0.20      279  |normal      2.219452e+03   Large  4.157174e+04   -0.00  Large   0.19      293  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.13        0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.16        0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.12        0  |normal      4.157312e+04    0.00           inf     inf    inf   0.24        0  |
clay0204h                    164    32    234 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00  11.19      750  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.11     3545  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.29      292  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.09     3545  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   2.19    12815  |normal      6.544977e+03    0.00  6.544977e+03   -0.00   0.00   1.97    14068  |normal      6.544989e+03    0.00  6.544989e+03   -0.00   0.00   2.55    24028  |normal      6.544992e+03    0.00  6.544992e+03   -0.00   0.00   2.50    16347  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.08     3545  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.28      292  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.44      529  |normal      6.544979e+03    0.00  6.544979e+03   -0.00   0.00   0.24      476  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.28      329  |
clay0204hfsg                 164    32    234 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03   -0.00  6.545000e+03    0.00   0.00   6.53      111  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.72     2263  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.34      302  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.72     2263  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.74     2584  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.36     1815  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.50     2861  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.04     4720  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.71     2263  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.35      302  |normal      6.545011e+03   -0.00  6.545011e+03    0.00   0.00   0.36      252  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.35      222  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.24      864  |
clay0204m                     52    32     90 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   8.12      407  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.20      716  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.60      398  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.44     3307  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.41     4583  |iterlim     6.545000e+03    0.00           inf     inf    inf   0.11      676  |iterlim     6.545000e+03    0.00           inf     inf    inf   0.12      676  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.36     2520  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.44     3307  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.20        0  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.29        0  |normal      6.545000e+03    0.00  6.545000e+03   -0.00   0.00   0.17        0  |normal      6.545000e+03   -0.00  6.545000e+03    0.00   0.00   0.25        0  |
clay0205h                    260    50    365 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  39.05     9380  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.11    17486  |normal      8.092495e+03    0.00  8.092495e+03   -0.00   0.00   1.29     5164  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.08    17486  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.18    21441  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   5.41    64880  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  10.78   153116  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.75    18730  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.07    17486  |normal      8.092495e+03    0.00  8.092495e+03   -0.00   0.00   1.29     5164  |normal      8.092473e+03    0.00  8.092473e+03   -0.00   0.00   4.34    10566  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   1.11     3351  |normal      8.092498e+03    0.00  8.092498e+03   -0.00   0.00   1.83     3951  |
clay0205hfsg                 260    50    365 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  22.55     3964  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.27    33315  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   0.83     2067  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.24    33315  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.95     9209  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.30    39781  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.44    48710  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.48    34569  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.23    33315  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   0.84     2067  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   2.36     6461  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   0.94      501  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.21     3598  |
clay0205m                     80    50    135 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00  23.91     1862  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   0.61     5340  |normal      8.092494e+03    0.00  8.092494e+03   -0.00   0.00   0.50      848  |normal      4.360991e+03   85.57  8.092497e+03   -0.00  85.57   1.30     9376  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.36    11782  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.52    35340  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.36    96293  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.77    13982  |normal      4.360991e+03   85.57  8.092497e+03   -0.00  85.57   1.30     9376  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   0.60        0  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   1.13        0  |normal      8.092500e+03    0.00  8.092500e+03   -0.00   0.00   0.65        0  |normal      8.092500e+03   -0.00  8.092500e+03    0.00   0.00   0.96        0  |
