                          Scp2804s     aecp      aoa    baron   dicopt      sbb  virt. best  virt. worst
ex1223b                   0.057293    0.243    0.010    0.030    0.064    0.159    0.010000        0.243
ex1223                    0.049663    0.278    0.010    0.030    0.065    0.160    0.010000        0.278
ex4                       0.414962    1.624    0.030    0.160    0.487    0.627    0.030000        1.624
fac1                      0.060507    0.105    0.010    0.040    0.035    0.156    0.010000        0.156
fac2                      0.075936    0.119    0.030    0.050    0.082    0.211    0.030000        0.211
fac3                      0.045695    0.132    0.030    0.080    0.097    0.203    0.030000        0.203
flay02h                   0.056203    0.362    0.020    0.080    0.053    0.161    0.020000        0.362
flay02m                   0.053669    0.228    0.010    0.050    0.041    0.158    0.010000        0.228
flay03h                   0.107244    3.475    0.070    0.630    0.339    0.397    0.070000        3.475
flay03m                   0.084282    1.450    0.040    0.360    0.167    0.292    0.040000        1.450
flay04h                   0.393516   52.408    0.440    9.200    4.083    8.436    0.393516       52.408
flay04m                   0.299994   51.409    0.180    4.800    1.773    3.361    0.180000       51.409
gbd                       0.042609    0.057    0.005    0.020    0.005    0.148    0.005000        0.148
hybriddynamic_fixed       0.029337    0.046    0.005    0.010    0.038    0.155    0.005000        0.155
jit1                      0.075612    0.158    0.020    0.050    0.134    0.157    0.020000        0.158
m3                        0.052599    0.225    0.020    0.160    0.094    0.242    0.020000        0.242
m6                        0.093325    0.436    0.070    0.150    0.105  294.838    0.070000      294.838
m7_ar25_1                 0.097185    0.500    0.100    0.260    0.565  910.000    0.097185      910.000
m7_ar2_1                  0.421442    1.420    0.550    2.870    1.841  751.261    0.421442      751.261
m7_ar5_1                  0.532338    1.238    0.360    0.640    0.815  910.000    0.360000      910.000
m7                        0.419120    1.273    0.210    0.640    0.606  910.000    0.210000      910.000
meanvarx                  0.058088    0.190    0.020    0.070    0.062    0.160    0.020000        0.190
netmod_dol2              14.285502   95.944   10.630   32.120   72.715  273.768   10.630000      273.768
netmod_kar1               0.343977   24.573    1.380  900.000   22.603   60.176    0.343977      900.000
netmod_kar2               0.348688   24.694    1.140  900.000   22.719   60.297    0.348688      900.000
nvs03                     0.046789    0.123    0.010    0.040    0.047    0.158    0.010000        0.158
nvs10                     0.044915    0.143    0.020    0.030    0.056    0.160    0.020000        0.160
nvs11                     0.046356    0.182    0.030    0.040    0.047    0.156    0.030000        0.182
nvs12                     0.069115    0.294    0.040    0.050    0.072    0.159    0.040000        0.294
nvs15                     0.037718    0.073    0.010    0.030    0.061    0.153    0.010000        0.153
portfol_buyin             0.065045    0.145    0.030    0.100    0.082    0.167    0.030000        0.167
portfol_card              0.045678    0.171    0.020    0.120    0.056    0.172    0.020000        0.172
procurement2mot           0.375672    5.869    0.220    1.950    0.701   88.665    0.220000       88.665
ravempb                   0.432673    0.995    0.070    0.370    0.287    0.292    0.070000        0.995
risk2bpb                  0.091978    0.264    0.070    0.110    0.136    0.266    0.070000        0.266
rsyn0805hfsg              0.078058    0.408    0.040    0.200    0.087    0.975    0.040000        0.975
rsyn0805h                 0.079172    0.406    0.020    0.420    0.097    1.183    0.020000        1.183
rsyn0805m02hfsg           0.276302    2.176    0.270    0.730    1.238    1.374    0.270000        2.176
rsyn0805m02h              0.199667    2.400    0.400    2.030    1.778    2.693    0.199667        2.693
rsyn0805m03h              0.286142    3.030    0.890    3.210    1.589    7.187    0.286142        7.187
rsyn0805m04h              0.384125    3.649    1.190    4.720    2.155    5.014    0.384125        5.014
rsyn0805m                 0.107488    0.629    0.090    0.110    0.248   51.973    0.090000       51.973
rsyn0810hfsg              0.098859    0.307    0.030    0.100    0.070    0.763    0.030000        0.763
rsyn0810h                 0.084965    0.331    0.040    0.130    0.096    1.097    0.040000        1.097
rsyn0810m02h              0.336577    4.317    0.540   10.670    2.446    8.545    0.336577       10.670
rsyn0810m03h              0.499327    8.860    1.370   34.890    2.281   27.178    0.499327       34.890
rsyn0810m04h              0.744865    9.193    1.650   23.360    6.395   14.675    0.744865       23.360
rsyn0810m                 0.083328    0.443    0.080    0.120    0.233  300.064    0.080000      300.064
rsyn0815h                 0.140296    0.516    0.100    0.530    0.125    1.850    0.100000        1.850
rsyn0815m02hfsg           0.350479    1.740    0.360    2.520    1.487    1.754    0.350479        2.520
rsyn0815m02h              0.488692    1.815    0.590    3.910    2.337    4.317    0.488692        4.317
rsyn0815m03h              0.676352    4.850    1.550   13.170    3.338   42.895    0.676352       42.895
rsyn0815m04h              1.208785    7.957    3.560   24.140    7.381   43.731    1.208785       43.731
rsyn0815m                 0.097172    0.476    0.090    0.120    0.256  226.399    0.090000      226.399
rsyn0820h                 0.144353    0.845    0.100    1.050    0.291    1.875    0.100000        1.875
rsyn0820m02h              0.404606    2.717    0.540    6.960    1.871   27.941    0.404606       27.941
rsyn0820m03h              0.804311    5.190    1.570   18.050    4.342  139.510    0.804311      139.510
rsyn0820m04h              1.364681    6.406    3.480   35.050   10.714  163.904    1.364681      163.904
rsyn0830h                 0.223762    1.686    0.160    4.390    0.328    1.622    0.160000        4.390
rsyn0830m03h              1.962418   21.764    1.850   14.380    4.404   43.142    1.850000       43.142
rsyn0830m04h              3.228578   35.694    3.550  132.930    7.100  242.038    3.228578      242.038
rsyn0840h                 0.249558    1.116    0.180    1.020    0.377    0.968    0.180000        1.116
rsyn0840m04h              4.662520   48.109    3.950   37.680    7.824  180.667    3.950000      180.667
slay04h                   0.084285   10.151    0.080    0.220    0.465    0.744    0.080000       10.151
slay05h                   0.137407   61.906    0.110    0.260    0.974    5.031    0.110000       61.906
slay06m                   0.049878   54.074    0.090    0.220    0.625    0.496    0.049878       54.074
slay08m                   0.066625  231.921    0.340    0.350    2.711    0.928    0.066625      231.921
slay10m                   0.219195  902.027   19.680  542.000  378.336  154.627    0.219195      902.027
smallinvDAXr1b010-011     0.068924    1.153    0.170    1.070    3.837    0.338    0.068924        3.837
smallinvDAXr1b020-022     0.071553    1.036    0.290    1.740   18.000    0.233    0.071553       18.000
smallinvDAXr1b050-055     0.063462    0.810    0.260    3.550   15.134    0.329    0.063462       15.134
smallinvDAXr1b100-110     0.074210    1.217    0.170    0.790   31.406    0.314    0.074210       31.406
smallinvDAXr1b150-165     0.054293    2.541    0.250    0.600    9.120    0.641    0.054293        9.120
smallinvDAXr1b200-220     0.061761    1.106    0.250    0.610   10.247    0.357    0.061761       10.247
smallinvDAXr2b010-011     0.069803    1.144    0.240    1.100    4.699    0.336    0.069803        4.699
smallinvDAXr2b020-022     0.064273    1.033    0.260    1.740   27.319    0.230    0.064273       27.319
smallinvDAXr2b050-055     0.058095    0.809    0.350    2.640   17.961    0.330    0.058095       17.961
smallinvDAXr2b100-110     0.080206    1.219    0.260    0.840   37.126    0.314    0.080206       37.126
smallinvDAXr2b150-165     0.050747    2.552    0.140    0.620   13.116    0.638    0.050747       13.116
smallinvDAXr2b200-220     0.057891    1.109    0.250    0.640   11.451    0.364    0.057891       11.451
smallinvDAXr3b010-011     0.066193    0.675    0.170    1.060    3.561    0.365    0.066193        3.561
smallinvDAXr3b020-022     0.061751    1.087    0.300    1.670   14.199    0.232    0.061751       14.199
smallinvDAXr3b050-055     0.060374    0.889    0.270    3.200    9.617    0.327    0.060374        9.617
smallinvDAXr3b100-110     0.079199    1.219    0.270    0.850   38.942    0.314    0.079199       38.942
smallinvDAXr3b150-165     0.051375    2.172    0.310    0.620    9.348    0.644    0.051375        9.348
smallinvDAXr3b200-220     0.064286    1.189    0.270    0.570   11.969    0.363    0.064286       11.969
smallinvDAXr4b010-011     0.062585    0.767    0.150    1.040    3.775    0.335    0.062585        3.775
smallinvDAXr4b020-022     0.062165    0.610    0.170    1.700   17.112    0.233    0.062165       17.112
smallinvDAXr4b050-055     0.060583    1.001    0.230    3.360   13.498    0.328    0.060583       13.498
smallinvDAXr4b100-110     0.077415    1.243    0.270    0.780   41.550    0.318    0.077415       41.550
smallinvDAXr4b150-165     0.053368    2.353    0.310    0.640   12.571    0.649    0.053368       12.571
smallinvDAXr4b200-220     0.060439    1.167    0.270    0.600   11.429    0.394    0.060439       11.429
smallinvDAXr5b010-011     0.068036    0.771    0.190    1.060    3.986    0.335    0.068036        3.986
smallinvDAXr5b020-022     0.073526    0.531    0.240    1.770   19.154    0.232    0.073526       19.154
smallinvDAXr5b050-055     0.073463    0.881    0.270    3.570   11.984    0.332    0.073463       11.984
smallinvDAXr5b100-110     0.076591    1.214    0.260    0.880   35.329    0.317    0.076591       35.329
smallinvDAXr5b150-165     0.059979    2.316    0.350    0.650   12.770    0.639    0.059979       12.770
smallinvDAXr5b200-220     0.060393    1.116    0.230    0.580    8.692    0.362    0.060393        8.692
squfl010-040              0.117327  900.016    1.770    1.540   51.454    1.694    0.117327      900.016
squfl010-080              0.246324  902.060   12.480    5.010  900.056   22.699    0.246324      902.060
squfl020-040              0.508642  901.151   34.260   20.980  900.025   18.301    0.508642      901.151
squfl025-030              0.697745  902.033   39.490   42.480  900.022   28.436    0.697745      902.033
sssd08-04                 0.146285    1.181    0.110    0.600    0.460  282.140    0.110000      282.140
st_e14                    0.070807    0.280    0.020    0.050    0.078    0.162    0.020000        0.280
st_miqp1                  0.031810    0.056    0.010    0.020    0.032    0.156    0.010000        0.156
st_miqp2                  0.036503    0.083    0.010    0.020    0.037    0.159    0.010000        0.159
st_miqp3                  0.030237    0.055    0.010    0.005    0.005    0.151    0.005000        0.151
st_miqp5                  0.032626    0.180    0.005    0.020    0.005    0.149    0.005000        0.180
st_test1                  0.030457    0.089    0.010    0.020    0.065    0.160    0.010000        0.160
st_test5                  0.034138    0.038    0.005    0.020    0.023    0.223    0.005000        0.223
st_test6                  0.029646    0.045    0.010    0.010    0.027    0.184    0.010000        0.184
st_test8                  0.037617    0.096    0.005    0.020    0.029    0.151    0.005000        0.151
st_testgr1                0.045364    0.315    0.040    0.070    0.249    0.221    0.040000        0.315
st_testgr3                0.048449    0.179    0.030    0.150    0.048    0.370    0.030000        0.370
st_testph4                0.032771    0.050    0.005    0.010    0.022    0.157    0.005000        0.157
syn05hfsg                 0.041919    0.117    0.010    0.040    0.032    0.155    0.010000        0.155
syn05h                    0.043071    0.133    0.010    0.070    0.044    0.155    0.010000        0.155
syn05m02hfsg              0.053336    0.419    0.010    0.040    0.048    0.156    0.010000        0.419
syn05m02h                 0.051949    0.418    0.010    0.040    0.050    0.159    0.010000        0.418
syn05m02m                 0.046062    0.401    0.010    0.040    0.048    0.174    0.010000        0.401
syn05m03hfsg              0.060803    0.580    0.010    0.080    0.047    0.159    0.010000        0.580
syn05m03h                 0.059886    0.577    0.020    0.060    0.053    0.159    0.020000        0.577
syn05m03m                 0.056363    0.556    0.010    0.050    0.063    0.215    0.010000        0.556
syn05m04h                 0.071426    0.782    0.020    0.150    0.062    0.163    0.020000        0.782
syn05m04m                 0.067535    0.753    0.010    0.050    0.068    0.256    0.010000        0.753
syn05m                    0.039542    0.113    0.010    0.030    0.038    0.159    0.010000        0.159
syn10hfsg                 0.043813    0.080    0.010    0.030    0.033    0.153    0.010000        0.153
syn10h                    0.045294    0.081    0.010    0.030    0.033    0.154    0.010000        0.154
syn10m02hfsg              0.074465    0.706    0.040    0.130    0.134    0.190    0.040000        0.706
syn10m02h                 0.076834    0.702    0.040    0.080    0.143    0.196    0.040000        0.702
syn10m02m                 0.071816    0.678    0.020    0.060    0.150    1.145    0.020000        1.145
syn10m03hfsg              0.112045    1.181    0.050    0.260    0.181    0.223    0.050000        1.181
syn10m03h                 0.114970    1.174    0.060    0.790    0.205    0.245    0.060000        1.174
syn10m03m                 0.096966    1.097    0.030    0.080    0.166    4.984    0.030000        4.984
syn10m04hfsg              0.157845    1.690    0.090    0.210    0.303    0.266    0.090000        1.690
syn10m04h                 0.162901    1.649    0.080    0.720    0.298    0.287    0.080000        1.649
syn10m04m                 0.129103    1.560    0.040    0.110    0.253   20.578    0.040000       20.578
syn10m                    0.041159    0.078    0.010    0.030    0.029    0.180    0.010000        0.180
syn15hfsg                 0.057902    0.173    0.020    0.070    0.051    0.161    0.020000        0.173
syn15h                    0.056786    0.187    0.010    0.080    0.041    0.162    0.010000        0.187
syn15m02h                 0.108680    0.599    0.030    0.270    0.161    0.202    0.030000        0.599
syn15m02m                 0.080042    0.573    0.030    0.080    0.101    1.714    0.030000        1.714
syn15m03h                 0.175860    0.943    0.050    0.190    0.251    0.316    0.050000        0.943
syn15m03m                 0.124739    0.908    0.060    0.120    0.174    7.410    0.060000        7.410
syn15m04h                 0.283021    1.560    0.080    1.560    0.483    0.323    0.080000        1.560
syn15m04m                 0.167531    1.605    0.130    0.200    0.303   51.214    0.130000       51.214
syn15m                    0.048051    0.164    0.020    0.040    0.050    0.306    0.020000        0.306
syn20hfsg                 0.067586    0.467    0.030    0.090    0.066    0.192    0.030000        0.467
syn20h                    0.068947    0.485    0.030    0.170    0.067    0.171    0.030000        0.485
syn20m02h                 0.139713    0.891    0.060    0.370    0.351    0.317    0.060000        0.891
syn20m02m                 0.111500    0.820    0.050    0.110    0.258  209.660    0.050000      209.660
syn20m03h                 0.280783    1.382    0.100    0.660    0.554    0.476    0.100000        1.382
syn20m04h                 0.428946    2.151    0.200    0.950    0.880    0.796    0.200000        2.151
syn20m                    0.065611    0.479    0.020    0.050    0.056    0.989    0.020000        0.989
syn30h                    0.144296    1.279    0.060    0.510    0.198    0.217    0.060000        1.279
syn30m02hfsg              0.282794    2.563    0.130    0.620    0.245    0.305    0.130000        2.563
syn30m02h                 0.293257    2.649    0.180    1.530    0.311    0.383    0.180000        2.649
syn30m03h                 0.496351    5.772    0.410    4.660    0.627    1.077    0.410000        5.772
syn30m04h                 0.853521   10.598    0.820    9.890    0.977    2.989    0.820000       10.598
syn30m                    0.110175    1.153    0.040    0.220    0.170  313.409    0.040000      313.409
syn40h                    0.204732    1.652    0.090    1.130    0.238    0.290    0.090000        1.652
syn40m03h                 1.047998   10.419    0.710    9.760    1.858    7.429    0.710000       10.419
synthes1                  0.067261    0.140    0.010    0.050    0.055    0.155    0.010000        0.155
synthes2                  0.047781    0.223    0.020    0.040    0.062    0.167    0.020000        0.223
synthes3                  0.056122    0.362    0.030    0.050    0.098    0.185    0.030000        0.362
tls2                      0.076775    0.153    0.020    0.070    0.096    1.537    0.020000        1.537
watercontamination0202r   0.150405  900.384    0.140    1.110    1.972    1.258    0.140000      900.384
