                              Scp2804s     aecp     aoa   baron   dicopt      sbb  virt. best  virt. worst
smallinvDAXr2b100-110         0.080206    1.219    0.26    0.84   37.126    0.314    0.080206       37.126
smallinvDAXr2b150-165         0.050747    2.552    0.14    0.62   13.116    0.638    0.050747       13.116
smallinvDAXr2b200-220         0.057891    1.109    0.25    0.64   11.451    0.364    0.057891       11.451
smallinvDAXr3b020-022         0.061751    1.087    0.30    1.67   14.199    0.232    0.061751       14.199
smallinvDAXr3b100-110         0.079199    1.219    0.27    0.85   38.942    0.314    0.079199       38.942
smallinvDAXr3b200-220         0.064286    1.189    0.27    0.57   11.969    0.363    0.064286       11.969
smallinvDAXr4b020-022         0.062165    0.610    0.17    1.70   17.112    0.233    0.062165       17.112
smallinvDAXr4b050-055         0.060583    1.001    0.23    3.36   13.498    0.328    0.060583       13.498
smallinvDAXr4b100-110         0.077415    1.243    0.27    0.78   41.550    0.318    0.077415       41.550
smallinvDAXr4b150-165         0.053368    2.353    0.31    0.64   12.571    0.649    0.053368       12.571
smallinvDAXr4b200-220         0.060439    1.167    0.27    0.60   11.429    0.394    0.060439       11.429
smallinvDAXr5b020-022         0.073526    0.531    0.24    1.77   19.154    0.232    0.073526       19.154
smallinvDAXr5b050-055         0.073463    0.881    0.27    3.57   11.984    0.332    0.073463       11.984
smallinvDAXr5b100-110         0.076591    1.214    0.26    0.88   35.329    0.317    0.076591       35.329
smallinvDAXr5b150-165         0.059979    2.316    0.35    0.65   12.770    0.639    0.059979       12.770
squfl010-025                  0.085136  900.357    0.77    1.05   19.959    0.829    0.085136      900.357
squfl010-040                  0.117327  900.016    1.77    1.54   51.454    1.694    0.117327      900.016
squfl010-080                  0.246324  902.060   12.48    5.01  900.056   22.699    0.246324      902.060
squfl015-060                  0.693319  901.176   61.47   25.04  900.026   67.989    0.693319      901.176
squfl015-080                  1.004278  902.061  443.80   34.14  900.028  202.219    1.004278      902.061
squfl020-040                  0.508642  901.151   34.26   20.98  900.025   18.301    0.508642      901.151
squfl020-050                  0.869024  902.043  460.65   19.48  900.027  188.109    0.869024      902.043
squfl025-025                  0.586438  901.326   35.43   29.21  900.021   17.277    0.586438      901.326
squfl025-030                  0.697745  902.033   39.49   42.48  900.022   28.436    0.697745      902.033
squfl025-040                  2.186378  902.041  910.00   46.20  900.019  340.297    2.186378      910.000
squfl030-150                177.936794  902.061  910.00  900.02  900.050  901.179  177.936794      910.000
sssd08-04                     0.146285    1.181    0.11    0.60    0.460  282.140    0.110000      282.140
stockcycle                    0.533021  902.008  910.00    3.16  900.009  431.474    0.533021      910.000
syn10m04m                     0.129103    1.560    0.04    0.11    0.253   20.578    0.040000       20.578
syn15m04m                     0.167531    1.605    0.13    0.20    0.303   51.214    0.130000       51.214
syn20m02m                     0.111500    0.820    0.05    0.11    0.258  209.660    0.050000      209.660
syn20m04m                     0.260015    1.929    0.19    0.39    0.738  910.000    0.190000      910.000
syn30m03m                     0.415168    4.931    0.24    1.72    0.728  910.000    0.240000      910.000
syn30m04h                     0.853521   10.598    0.82    9.89    0.977    2.989    0.820000       10.598
syn30m04m                     1.080087    9.528    0.40    2.51    1.229  910.000    0.400000      910.000
syn30m                        0.110175    1.153    0.04    0.22    0.170  313.409    0.040000      313.409
syn40m03hfsg                  1.106138   10.366    0.69    6.54    1.863    4.890    0.690000       10.366
syn40m03h                     1.047998   10.419    0.71    9.76    1.858    7.429    0.710000       10.419
syn40m03m                     0.746541   10.809    0.54    3.08    2.915  910.000    0.540000      910.000
syn40m04hfsg                  1.537679   13.706    0.89   23.29    1.364   13.164    0.890000       23.290
syn40m04h                     1.640393   13.990    1.10   39.35    1.929   32.571    1.100000       39.350
syn40m04m                     1.147236   12.676    0.47    6.93    1.575  910.000    0.470000      910.000
tls12                       900.017791  902.103  910.00  900.00  900.279  910.000  900.000000      910.000
unitcommit1                   0.244245  901.213    0.79  900.00    1.252  910.000    0.244245      910.000
unitcommit_200_100_1_mod_8  900.273638  902.435  910.00  717.15  910.000  903.511  717.150000      910.000
unitcommit_50_20_2_mod_8     44.380705  901.208  910.00   35.75  459.416  909.812   35.750000      910.000
watercontamination0202r       0.150405  900.384    0.14    1.11    1.972    1.258    0.140000      900.384
watercontamination0202        2.774380  902.117  121.39  208.58   91.199   75.028    2.774380      902.117
watercontamination0303r       1.731196  901.295    3.09   14.09   23.354   55.010    1.731196      901.295
watercontamination0303        3.211698  902.114  465.04  901.56  216.939  875.688    3.211698      902.114
