                                  Instance                                  |                                 SHOT_cpx_m.1@0                                 |                               SHOT_cpx_m_ecp.1@0                               |                            SHOT_cpx_m_ecp_nonlp.1@0                            |                            SHOT_cpx_m_opt_nosp.1@0                             |                             SHOT_cpx_m_opt_sp.1@0                              |                               SHOT_cpx_m_t1.1@0                                |                                 SHOT_cpx_s.1@0                                 |                               SHOT_cpx_s_ecp.1@0                               |                             SHOT_cpx_s_nomiqp.1@0                              |                               SHOT_cpx_s_t1.1@0                                |                                 SHOT_grb_m.1@0                                 |                               SHOT_grb_m_t1.1@0                                |                                 SHOT_grb_s.1@0                                 |                             SHOT_grb_s_nomiqp.1@0                              |                               SHOT_grb_s_t1.1@0                                |
ball_mk4_15                31    30      2 min  5.882886e+01            --  |timelim     3.000000e+01      --           inf      --    inf 900.01   3625777  |timelim     3.100000e+01      --           inf      --    inf 900.03    539266  |timelim     3.100000e+01      --           inf      --    inf 900.02    723058  |timelim     3.000000e+01      --           inf      --    inf 900.01   4386671  |timelim     3.000000e+01      --           inf      --    inf 900.03   4343346  |timelim     2.800000e+01      --           inf      --    inf 900.01   2062778  |timelim     4.200000e+01      --           inf      --    inf 900.04    151094  |--                    --      --            --      --     --     --        -- !|timelim     4.200000e+01      --           inf      --    inf 900.02    151436  |timelim     4.100000e+01      --           inf      --    inf 900.01    151350  |timelim     2.800000e+01      --           inf      --    inf 900.01   2732857  |timelim     2.700000e+01      --           inf      --    inf 900.00   1325172  |timelim     3.700000e+01      --           inf      --    inf 901.31    126315  |timelim     3.600000e+01      --           inf      --    inf 900.19    115944  |timelim     2.800000e+01      --           inf      --    inf 900.01     55404  |
batch                      47    24     74 min  2.855065e+05  2.855065e+05  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.22         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.16         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.21         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.13         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.13         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15        14  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.13         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15         0  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.15         0  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.10         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15         2  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.15         3  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10         0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.10         0  |
batch0812                 101    60    218 min  2.687027e+06  2.687027e+06  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.46         0  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.65         0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   1.21         0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.23         0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.44         0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.42       423  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.22        14  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.18        10  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.15        14  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.12         6  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.23         6  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.22         6  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.12        16  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.13        16  |normal      2.687027e+06    0.00  2.687027e+06    0.00   0.00   0.11         6  |
batchdes                   20     9     20 min  1.674277e+05  1.674277e+05  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.07         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.06         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.06         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.10         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.04         0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.06         1  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.05         2  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05         0  |
batchs101006m             279   129   1020 min  7.694404e+05  7.694404e+05  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.10         0  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.80         0  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   9.31      1706  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   3.13       336  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.90      1581  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   2.67      1233  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.36       867  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.13       466  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.23       412  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.40       270  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00  18.29      3574  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   6.92      3507  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.58      1862  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.62      1862  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.36       599  |
batchs121208m             407   203   1512 min  1.241126e+06  1.241126e+06  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00  14.14     15976  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.74      5175  |timelim     1.241126e+06    0.00  1.243886e+06    0.22   0.22 900.02    973101  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   5.16     20398  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   5.21     13595  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00  17.88     16169  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.21      1569  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.36      1086  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.37      1778  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.32       753  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   1.94      1992  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.27       827  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.12      2830  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.32      2830  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.50       676  |
batchs151208m             446   203   1782 min  1.543472e+06  1.543472e+06  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  27.95     20721  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  27.48     20721  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00 346.17    418773  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00  11.30     39646  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   5.62     13581  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00  21.30     18844  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   7.12     11365  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   6.04     12537  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   7.43      9773  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   8.45      5531  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00   6.14      3982  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00   5.55      1971  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00   4.50      4465  |normal      1.543878e+06   -0.03  1.543878e+06    0.03   0.00   4.54      4465  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   3.66      1304  |
batchs201210m             559   251   2328 min  2.295349e+06  2.295349e+06  |normal      2.295585e+06   -0.01  2.295585e+06    0.01   0.00  21.41     13291  |normal      2.295585e+06   -0.01  2.295585e+06    0.01   0.00  20.94     13291  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  16.77     45857  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   6.63     24677  |normal      2.295585e+06   -0.01  2.295585e+06    0.01   0.00   5.74     16665  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  20.03      5779  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.47      5994  |normal      2.295891e+06   -0.02  2.295891e+06    0.02   0.00   5.03      6206  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   5.10      6437  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   5.54      3780  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00  10.29      4304  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   5.42      3353  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.76      3556  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.81      3556  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.83      1774  |
clay0203h                  91    18    133 min  4.157330e+04  4.157330e+04  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.51        26  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.40         0  |normal      4.157330e+04    0.00  4.157330e+04   -0.00   0.00   0.75         0  |normal      4.157330e+04    0.00  4.157330e+04   -0.00   0.00   0.55       283  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.47       212  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.39       165  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.35       160  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.20       132  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.28       178  |normal      4.157292e+04    0.00  4.157330e+04    0.00   0.00   0.25        68  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.34       113  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.48       368  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.23       180  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.23       180  |normal      4.157330e+04   -0.00  4.157330e+04    0.00   0.00   0.21        55  |
clay0203m                  31    18     55 min  4.157326e+04  4.157326e+04  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.25         0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.44         0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.50         0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.42         0  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.37         0  |normal      4.157326e+04    0.00  4.157326e+04   -0.00   0.00   0.20       109  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.15       107  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.15       105  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.14       103  |normal      4.157302e+04    0.00  4.157326e+04    0.00   0.00   0.10        70  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.16        46  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.34       148  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.21       305  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.13       305  |normal      4.157326e+04   -0.00  4.157326e+04    0.00   0.00   0.11        69  |
clay0204h                 165    32    235 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.22      4397  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.76      8815  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   3.35     16762  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.09     10077  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   2.10     19340  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   2.98     11334  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.66      1299  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.34      1141  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.72      1388  |normal      6.545001e+03   -0.00  6.815000e+03    4.13   4.13   0.47       184  |normal      6.545000e+03   -0.00  6.545000e+03    0.00   0.00   0.78      2438  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.29      3078  |normal      5.630000e+03   16.25  6.545000e+03    0.00  16.25   0.55       463  |normal      5.630000e+03   16.25  6.545000e+03    0.00  16.25   0.51       463  |normal      6.545000e+03   -0.00  6.545000e+03    0.00   0.00   0.69       301  |
clay0204m                  53    32     91 min  6.545000e+03  6.545000e+03  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.52       379  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.90      5014  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.16      3795  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.35     13812  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   1.10      7865  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.82      1709  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.21       822  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.20       833  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.18       802  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.20       114  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.39      1541  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.91      1859  |normal      6.545000e+03    0.00  6.725000e+03    2.75   2.75   0.23       705  |normal      6.545000e+03    0.00  6.725000e+03    2.75   2.75   0.25       705  |normal      6.545000e+03    0.00  6.545000e+03    0.00   0.00   0.17       123  |
clay0205h                 261    50    366 min  8.092500e+03  8.092500e+03  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   5.44     31151  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.43     30329  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  14.28    130987  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  11.12    128120  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   8.03     88405  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  15.05     25011  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   3.98     10934  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   1.12      9166  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00   4.17     10992  |normal      8.092502e+03   -0.00  8.218940e+03    1.56   1.56   2.22      5825  |normal      8.092500e+03   -0.00  8.092500e+03    0.00   0.00   3.22     22800  |normal      8.092500e+03    0.00  8.092500e+03    0.00   0.00  11.33     24681  |normal      8.092501e+03   -0.00  8.092501e+03    0.00   0.00   1.96      8257  |normal      8.092501e+03   -0.00  8.092501e+03    0.00   0.00   1.99      8257  |normal      8.092500e+03   -0.00  8.092500e+03    0.00   0.00   3.99      5287  |
