                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
ex1223                         1.0                        4.0               14.0              40.0                       17.0               12.0      4.579582e+00    4.579582e+00  False           
fac1                           1.0                        6.0               19.0              75.0                       16.0               23.0      1.609126e+08    1.609126e+08  False           
fac2                           1.0                       12.0               34.0             217.0                       54.0               67.0      3.318375e+08    3.318375e+08  False           
fac3                           1.0                       12.0               34.0             217.0                       54.0               67.0      3.198231e+07    3.198231e+07  False           
flay02h                        1.0                        4.0               52.0             139.0                        2.0               47.0      3.794733e+01    3.794733e+01  False           
flay02m                        1.0                        4.0               12.0              39.0                        2.0               15.0      3.794733e+01    3.794733e+01  False           
flay03h                        1.0                       12.0              145.0             387.0                        3.0              123.0      4.898979e+01    4.898979e+01  False           
flay03m                        1.0                       12.0               25.0              87.0                        3.0               27.0      4.898979e+01    4.898979e+01  False           
flay04h                        1.0                       24.0              283.0             755.0                        4.0              235.0      5.440588e+01    5.440588e+01  False           
flay05h                        1.0                       40.0              466.0            1243.0                        5.0              383.0      6.449806e+01    6.449806e+01  False           
flay06h                        1.0                       60.0              694.0            1851.0                        6.0              567.0      6.693280e+01    6.693280e+01  False           
fo7_2                          1.0                       42.0              212.0             869.0                       14.0              115.0      1.774935e+01    1.774935e+01  False           
fo7_ar25_1                     1.0                       42.0              270.0            1055.0                       14.0              113.0      2.309357e+01    2.309357e+01  False           
fo7_ar2_1                      1.0                       42.0              270.0            1055.0                       14.0              113.0      2.483985e+01    2.483985e+01  False           
fo7_ar3_1                      1.0                       42.0              270.0            1055.0                       14.0              113.0      2.251747e+01    2.251747e+01  False           
fo7_ar4_1                      1.0                       42.0              270.0            1055.0                       14.0              113.0      2.072983e+01    2.072983e+01  False           
fo7_ar5_1                      1.0                       42.0              270.0            1055.0                       14.0              113.0      1.774933e+01    1.774933e+01  False           
fo7                            1.0                       42.0              212.0             869.0                       14.0              115.0      2.072983e+01    2.072983e+01  False           
fo8_ar25_1                     1.0                       56.0              348.0            1381.0                       16.0              145.0      2.804518e+01    2.804518e+01  False           
fo8_ar2_1                      1.0                       56.0              348.0            1381.0                       16.0              145.0      3.034061e+01    3.034061e+01  False           
fo8_ar3_1                      1.0                       56.0              348.0            1381.0                       16.0              145.0      2.391005e+01    2.391005e+01  False           
fo8_ar4_1                      1.0                       56.0              348.0            1381.0                       16.0              145.0      2.238190e+01    2.238190e+01  False           
fo8_ar5_1                      1.0                       56.0              348.0            1381.0                       16.0              145.0      2.238190e+01    2.238190e+01  False           
fo8                            1.0                       56.0              274.0            1137.0                       16.0              147.0      2.238190e+01    2.238190e+01  False           
fo9_ar25_1                     1.0                       72.0              436.0            1751.0                       18.0              181.0      3.218643e+01    3.218643e+01  False           
fo9_ar2_1                      1.0                       72.0              436.0            1751.0                       18.0              181.0      3.262500e+01    3.262500e+01  False           
fo9_ar3_1                      1.0                       72.0              436.0            1751.0                       18.0              181.0      2.481548e+01    2.481548e+01  False           
fo9_ar4_1                      1.0                       72.0              436.0            1751.0                       18.0              181.0      2.346429e+01    2.346429e+01  False           
fo9_ar5_1                      1.0                       72.0              436.0            1751.0                       18.0              181.0      2.346429e+01    2.346429e+01  False           
fo9                            1.0                       72.0              344.0            1441.0                       18.0              183.0      2.346429e+01    2.346429e+01  False           
hybriddynamic_fixed            1.0                       10.0               80.0             190.0                       11.0               72.0      1.473778e+00    1.473778e+00  False           
ibs2                           1.0                     1500.0             1822.0           13511.0                     3000.0             3011.0      4.452848e+00    4.452848e+00  False           
jit1                           1.0                        4.0               33.0             112.0                       12.0               26.0      1.739833e+05    1.739833e+05  False           
m3                             1.0                        6.0               44.0             157.0                        6.0               27.0      3.780000e+01    3.780000e+01  False           
m6                             1.0                       30.0              158.0             635.0                       12.0               87.0      8.225688e+01    8.225688e+01  False           
m7_ar25_1                      1.0                       42.0              270.0            1053.0                       14.0              113.0      1.435850e+02    1.435850e+02  False           
m7_ar2_1                       1.0                       42.0              270.0            1053.0                       14.0              113.0      1.902350e+02    1.902350e+02  False           
m7_ar3_1                       1.0                       42.0              270.0            1053.0                       14.0              113.0      1.435850e+02    1.435850e+02  False           
m7_ar4_1                       1.0                       42.0              270.0            1053.0                       14.0              113.0      1.067569e+02    1.067569e+02  False           
m7_ar5_1                       1.0                       42.0              270.0            1053.0                       14.0              113.0      1.064600e+02    1.064600e+02  False           
m7                             1.0                       42.0              212.0             867.0                       14.0              115.0      1.067569e+02    1.067569e+02  False           
meanvarx                       1.0                       14.0               45.0             111.0                        7.0               36.0      1.436923e+01    1.436923e+01  False           
netmod_dol1                    1.0                      462.0             3138.0            8569.0                        6.0             1999.0     -5.600084e-01   -5.600084e-01  False           
netmod_dol2                    1.0                      462.0             3081.0           18737.0                        6.0             1999.0     -5.600084e-01   -5.600084e-01  False           
netmod_kar1                    1.0                      136.0              667.0            1849.0                        4.0              457.0     -4.197896e-01   -4.197896e-01  False           
netmod_kar2                    1.0                      136.0              667.0            1849.0                        4.0              457.0     -4.197896e-01   -4.197896e-01  False           
no7_ar25_1                     1.0                       42.0              270.0            1061.0                       14.0              113.0      1.078153e+02    1.078153e+02  False           
no7_ar2_1                      1.0                       42.0              270.0            1061.0                       14.0              113.0      1.078153e+02    1.078153e+02  False           
no7_ar3_1                      1.0                       42.0              270.0            1061.0                       14.0              113.0      1.078153e+02    1.078153e+02  False           
no7_ar4_1                      1.0                       42.0              270.0            1061.0                       14.0              113.0      9.851840e+01    9.851840e+01  False           
no7_ar5_1                      1.0                       42.0              270.0            1061.0                       14.0              113.0      9.062267e+01    9.062267e+01  False           
o7_2                           1.0                       42.0              212.0             877.0                       14.0              115.0      1.169459e+02    1.169459e+02  False           
o7_ar25_1                      1.0                       42.0              270.0            1063.0                       14.0              113.0      1.404120e+02    1.404120e+02  False           
o7_ar2_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.404120e+02    1.404120e+02  False           
o7_ar3_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.379318e+02    1.379318e+02  False           
o7_ar4_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.316531e+02    1.316531e+02  False           
o7_ar5_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.169458e+02    1.169458e+02  False           
o7                             1.0                       42.0              212.0             877.0                       14.0              115.0      1.316531e+02    1.316531e+02  False           
o8_ar4_1                       1.0                       56.0              348.0            1397.0                       16.0              145.0      2.430707e+02    2.430707e+02  False           
o9_ar4_1                       1.0                       72.0              436.0            1765.0                       18.0              181.0      2.361385e+02    2.361385e+02  False           
portfol_buyin                  1.0                        8.0               20.0              59.0                       16.0               18.0      2.942380e-02    2.942380e-02  False           
portfol_card                   1.0                        8.0               21.0              67.0                       16.0               18.0      3.221766e-02    3.221766e-02  False           
portfol_classical050_1         1.0                       50.0              104.0            2851.0                       50.0              151.0     -9.476012e-02   -9.476012e-02  False           
portfol_classical200_2         1.0                      200.0              404.0           41401.0                      200.0              601.0     -1.100882e-01   -1.100882e-01  False           
portfol_roundlot               1.0                        8.0               12.0              43.0                       16.0               18.0      2.829063e-02    2.829031e-02  False           
procurement2mot               -1.0                       60.0              762.0            2481.0                       12.0              797.0      2.120707e+02    2.120707e+02  False           
ravempb                        1.0                       53.0              187.0             611.0                       28.0              113.0      2.695902e+05    2.695902e+05  False           
risk2bpb                       1.0                       12.0              581.0            2289.0                        3.0              464.0     -5.587614e+01   -5.587614e+01  False           
rsyn0805h                     -1.0                       37.0              430.0            1059.0                        9.0              309.0      1.296121e+03    1.296121e+03  False           
rsyn0805m02h                  -1.0                      148.0             1046.0            2554.0                       18.0              701.0      2.238397e+03    2.238397e+03  False           
rsyn0805m02m                  -1.0                      148.0              770.0            1952.0                        6.0              361.0      2.238395e+03    2.238395e+03  False           
rsyn0805m03h                  -1.0                      222.0             1699.0            4135.0                       27.0             1051.0      3.068933e+03    3.068933e+03  False           
rsyn0805m03m                  -1.0                      222.0             1285.0            3230.0                        9.0              541.0      3.068931e+03    3.068931e+03  False           
rsyn0805m04h                  -1.0                      296.0             2439.0            5919.0                       36.0             1401.0      7.174222e+03    7.174222e+03  False           
rsyn0805m04m                  -1.0                      296.0             1887.0            4709.0                       12.0              721.0      7.174219e+03    7.174219e+03  False           
rsyn0805m                     -1.0                       69.0              287.0             746.0                        3.0              171.0      1.296121e+03    1.296121e+03  False           
rsyn0810h                     -1.0                       42.0              484.0            1182.0                       18.0              344.0      1.721448e+03    1.721448e+03  False           
rsyn0810m02h                  -1.0                      168.0             1189.0            2875.0                       36.0              791.0      1.741388e+03    1.741388e+03  False           
rsyn0810m02m                  -1.0                      168.0              867.0            2189.0                       12.0              411.0      1.741387e+03    1.741387e+03  False           
rsyn0810m03h                  -1.0                      252.0             1936.0            4669.0                       54.0             1186.0      2.722449e+03    2.722449e+03  False           
rsyn0810m03m                  -1.0                      252.0             1453.0            3638.0                       18.0              616.0      2.722448e+03    2.722448e+03  False           
rsyn0810m04h                  -1.0                      336.0             2785.0            6701.0                       72.0             1581.0      6.581937e+03    6.581937e+03  False           
rsyn0810m04m                  -1.0                      336.0             2141.0            5323.0                       24.0              821.0      6.581934e+03    6.581934e+03  False           
rsyn0810m                     -1.0                       74.0              313.0             817.0                        6.0              186.0      1.721448e+03    1.721448e+03  False           
rsyn0815h                     -1.0                       47.0              553.0            1339.0                       33.0              388.0      1.269926e+03    1.269926e+03  False           
rsyn0815m02h                  -1.0                      188.0             1362.0            3270.0                       66.0              899.0      1.774399e+03    1.774399e+03  False           
rsyn0815m02m                  -1.0                      188.0              982.0            2476.0                       22.0              471.0      1.774397e+03    1.774397e+03  False           
rsyn0815m03h                  -1.0                      282.0             2218.0            5314.0                       99.0             1348.0      2.827928e+03    2.827928e+03  False           
rsyn0815m03m                  -1.0                      282.0             1648.0            4121.0                       33.0              706.0      2.827926e+03    2.827926e+03  False           
rsyn0815m04h                  -1.0                      376.0             3191.0            7631.0                      132.0             1797.0      3.410856e+03    3.410856e+03  False           
rsyn0815m04m                  -1.0                      376.0             2431.0            6037.0                       44.0              941.0      3.410854e+03    3.410854e+03  False           
rsyn0815m                     -1.0                       79.0              348.0             910.0                       11.0              206.0      1.269926e+03    1.269926e+03  False           
rsyn0820h                     -1.0                       52.0              605.0            1457.0                       42.0              418.0      1.150301e+03    1.150301e+03  False           
rsyn0820m02h                  -1.0                      208.0             1501.0            3581.0                       84.0              979.0      1.092092e+03    1.092092e+03  False           
rsyn0820m02m                  -1.0                      208.0             1075.0            2703.0                       28.0              511.0      1.092091e+03    1.092091e+03  False           
rsyn0820m03h                  -1.0                      312.0             2449.0            5833.0                      126.0             1468.0      2.028813e+03    2.028813e+03  False           
rsyn0820m03m                  -1.0                      312.0             1810.0            4514.0                       42.0              766.0      2.028812e+03    2.028812e+03  False           
rsyn0820m04h                  -1.0                      416.0             3529.0            8393.0                      168.0             1957.0      2.450773e+03    2.450773e+03  False           
rsyn0820m04m                  -1.0                      416.0             2677.0            6631.0                       56.0             1021.0      2.450772e+03    2.450772e+03  False           
rsyn0820m                     -1.0                       84.0              372.0             976.0                       14.0              216.0      1.150301e+03    1.150301e+03  False           
rsyn0830h                     -1.0                       62.0              717.0            1718.0                       60.0              495.0      5.100721e+02    5.100721e+02  False           
rsyn0830m02h                  -1.0                      248.0             1795.0            4245.0                      120.0             1173.0      7.305074e+02    7.305074e+02  False           
rsyn0830m02m                  -1.0                      248.0             1273.0            3195.0                       40.0              621.0      7.305072e+02    7.305072e+02  False           
rsyn0830m03h                  -1.0                      372.0             2935.0            6934.0                      180.0             1759.0      1.543060e+03    1.543060e+03  False           
rsyn0830m03m                  -1.0                      372.0             2152.0            5359.0                       60.0              931.0      1.543059e+03    1.543059e+03  False           
rsyn0830m04h                  -1.0                      496.0             4237.0           10001.0                      240.0             2345.0      2.529074e+03    2.529074e+03  False           
rsyn0830m04m                  -1.0                      496.0             3193.0            7901.0                       80.0             1241.0      2.529073e+03    2.529073e+03  False           
rsyn0830m                     -1.0                       94.0              426.0            1131.0                       20.0              251.0      5.100720e+02    5.100720e+02  False           
rsyn0840h                     -1.0                       72.0              838.0            1994.0                       84.0              569.0      3.255546e+02    3.255546e+02  False           
rsyn0840m02h                  -1.0                      288.0             2107.0            4947.0                      168.0             1361.0      7.349837e+02    7.349837e+02  False           
rsyn0840m02m                  -1.0                      288.0             1481.0            3705.0                       56.0              721.0      7.349835e+02    7.349835e+02  False           
rsyn0840m03h                  -1.0                      432.0             3448.0            8092.0                      252.0             2041.0      2.742646e+03    2.742646e+03  False           
rsyn0840m03m                  -1.0                      432.0             2509.0            6227.0                       84.0             1081.0      2.742646e+03    2.742646e+03  False           
rsyn0840m04h                  -1.0                      576.0             4981.0           11685.0                      336.0             2721.0      2.564500e+03    2.564500e+03  False           
rsyn0840m04m                  -1.0                      576.0             3729.0            9201.0                      112.0             1441.0      2.564499e+03    2.564499e+03  False           
rsyn0840m                     -1.0                      104.0              485.0            1291.0                       28.0              281.0      3.255545e+02    3.255545e+02  False           
slay04h                        1.0                       24.0              175.0             501.0                        8.0              141.0      9.859660e+03    9.859660e+03  False           
slay05h                        1.0                       40.0              291.0             831.0                       10.0              231.0      2.266468e+04    2.266468e+04  False           
slay06h                        1.0                       60.0              436.0            1243.0                       12.0              343.0      3.275702e+04    3.275702e+04  False           
slay07h                        1.0                       84.0              610.0            1737.0                       14.0              477.0      6.474883e+04    6.474883e+04  False           
slay08h                        1.0                      112.0              813.0            2313.0                       16.0              633.0      8.496021e+04    8.496021e+04  False           
slay09h                        1.0                      144.0             1045.0            2971.0                       18.0              811.0      1.078058e+05    1.078058e+05  False           
slay10h                        1.0                      180.0             1306.0            3711.0                       20.0             1011.0      1.295799e+05    1.295799e+05  False           
squfl010-025                   1.0                       10.0              276.0            1011.0                      250.0              261.0      2.141110e+02    2.141110e+02  False           
squfl010-040                   1.0                       10.0              441.0            1611.0                      400.0              411.0      2.405985e+02    2.405985e+02  False           
squfl010-080                   1.0                       10.0              881.0            3211.0                      800.0              811.0      5.097060e+02    5.097060e+02  False           
squfl015-060                   1.0                       15.0              961.0            3616.0                      900.0              916.0      3.666218e+02    3.666218e+02  False           
squfl015-080                   1.0                       15.0             1281.0            4816.0                     1200.0             1216.0      4.024885e+02    4.024885e+02  False           
squfl020-040                   1.0                       20.0              841.0            3221.0                      800.0              821.0      2.092549e+02    2.092549e+02  False           
squfl020-050                   1.0                       20.0             1051.0            4021.0                     1000.0             1021.0      2.302021e+02    2.302021e+02  False           
squfl020-150                   1.0                       20.0             3151.0           12021.0                     3000.0             3021.0      5.578487e+02    5.578487e+02  False           
squfl025-025                   1.0                       25.0              651.0            2526.0                      625.0              651.0      1.688073e+02    1.688073e+02  False           
squfl025-030                   1.0                       25.0              781.0            3026.0                      750.0              776.0      2.055017e+02    2.055017e+02  False           
squfl025-040                   1.0                       25.0             1041.0            4026.0                     1000.0             1026.0      1.973339e+02    1.973339e+02  False           
squfl030-100                   1.0                       30.0             3101.0           12031.0                     3000.0             3031.0      3.630938e+02    3.630938e+02  False           
squfl030-150                   1.0                       30.0             4651.0           18031.0                     4500.0             4531.0      4.305766e+02    4.305343e+02  False           
squfl040-080                   1.0                       40.0             3281.0           12841.0                     3200.0             3241.0      2.638992e+02    2.638992e+02  False           
st_e14                         1.0                        4.0               14.0              40.0                       17.0               12.0      4.579582e+00    4.579582e+00  False           
st_miqp5                       1.0                        2.0               14.0              75.0                        2.0                8.0     -3.338889e+02   -3.338889e+02  False           
syn05h                        -1.0                        5.0               59.0             138.0                        9.0               43.0      8.377324e+02    8.377324e+02  False           
syn05m02h                     -1.0                       20.0              152.0             352.0                       18.0              105.0      3.032736e+03    3.032736e+03  False           
syn05m02m                     -1.0                       20.0              102.0             264.0                        6.0               61.0      3.032735e+03    3.032735e+03  False           
syn05m03h                     -1.0                       30.0              250.0             580.0                       27.0              157.0      4.027372e+03    4.027372e+03  False           
syn05m03m                     -1.0                       30.0              175.0             448.0                        9.0               91.0      4.027372e+03    4.027372e+03  False           
syn05m04h                     -1.0                       40.0              363.0             843.0                       36.0              209.0      5.510388e+03    5.510388e+03  False           
syn05m04m                     -1.0                       40.0              263.0             667.0                       12.0              121.0      5.510387e+03    5.510387e+03  False           
syn05m                        -1.0                        5.0               29.0              84.0                        3.0               21.0      8.377324e+02    8.377324e+02  False           
syn10h                        -1.0                       10.0              113.0             261.0                       18.0               78.0      1.267354e+03    1.267354e+03  False           
syn10m02h                     -1.0                       40.0              295.0             673.0                       36.0              195.0      2.310301e+03    2.310301e+03  False           
syn10m02m                     -1.0                       40.0              199.0             501.0                       12.0              111.0      2.310301e+03    2.310301e+03  False           
syn10m03h                     -1.0                       60.0              487.0            1114.0                       54.0              292.0      3.354683e+03    3.354683e+03  False           
syn10m03m                     -1.0                       60.0              343.0             856.0                       18.0              166.0      3.354683e+03    3.354683e+03  False           
syn10m04h                     -1.0                       80.0              709.0            1625.0                       72.0              389.0      4.557063e+03    4.557063e+03  False           
syn10m04m                     -1.0                       80.0              517.0            1281.0                       24.0              221.0      4.557062e+03    4.557062e+03  False           
syn10m                        -1.0                       10.0               55.0             155.0                        6.0               36.0      1.267354e+03    1.267354e+03  False           
syn15h                        -1.0                       15.0              182.0             416.0                       33.0              122.0      8.532847e+02    8.532847e+02  False           
syn15m02h                     -1.0                       60.0              468.0            1064.0                       66.0              303.0      2.832749e+03    2.832749e+03  False           
syn15m02m                     -1.0                       60.0              314.0             784.0                       22.0              171.0      2.832749e+03    2.832749e+03  False           
syn15m03h                     -1.0                       90.0              769.0            1753.0                       99.0              454.0      3.850182e+03    3.850182e+03  False           
syn15m03m                     -1.0                       90.0              538.0            1333.0                       33.0              256.0      3.850182e+03    3.850182e+03  False           
syn15m04h                     -1.0                      120.0             1115.0            2547.0                      132.0              605.0      4.937478e+03    4.937478e+03  False           
syn15m04m                     -1.0                      120.0              807.0            1987.0                       44.0              341.0      4.937478e+03    4.937478e+03  False           
syn15m                        -1.0                       15.0               90.0             246.0                       11.0               56.0      8.532847e+02    8.532847e+02  False           
syn20h                        -1.0                       20.0              234.0             534.0                       42.0              152.0      9.242634e+02    9.242634e+02  False           
syn20m02h                     -1.0                       80.0              607.0            1375.0                       84.0              383.0      1.752133e+03    1.752133e+03  False           
syn20m02m                     -1.0                       80.0              407.0            1011.0                       28.0              211.0      1.752133e+03    1.752133e+03  False           
syn20m03h                     -1.0                      120.0             1000.0            2272.0                      126.0              574.0      2.646951e+03    2.646951e+03  False           
syn20m03m                     -1.0                      120.0              700.0            1726.0                       42.0              316.0      2.646951e+03    2.646951e+03  False           
syn20m04h                     -1.0                      160.0             1453.0            3309.0                      168.0              765.0      3.532744e+03    3.532744e+03  False           
syn20m04m                     -1.0                      160.0             1053.0            2581.0                       56.0              421.0      3.532744e+03    3.532744e+03  False           
syn20m                        -1.0                       20.0              114.0             312.0                       14.0               66.0      9.242633e+02    9.242633e+02  False           
syn30h                        -1.0                       30.0              346.0             795.0                       60.0              229.0      1.381598e+02    1.381598e+02  False           
syn30m02h                     -1.0                      120.0              901.0            2039.0                      120.0              577.0      3.996836e+02    3.996836e+02  False           
syn30m02m                     -1.0                      120.0              605.0            1503.0                       40.0              321.0      3.996831e+02    3.996831e+02  False           
syn30m03h                     -1.0                      180.0             1486.0            3373.0                      180.0              865.0      6.541549e+02    6.541549e+02  False           
syn30m03m                     -1.0                      180.0             1042.0            2569.0                       60.0              481.0      6.541542e+02    6.541542e+02  False           
syn30m04h                     -1.0                      240.0             2161.0            4917.0                      240.0             1153.0      8.657229e+02    8.657229e+02  False           
syn30m04m                     -1.0                      240.0             1569.0            3845.0                       80.0              641.0      8.657220e+02    8.657220e+02  False           
syn30m                        -1.0                       30.0              168.0             467.0                       20.0              101.0      1.381596e+02    1.381596e+02  False           
syn40h                        -1.0                       40.0              467.0            1071.0                       84.0              303.0      6.771339e+01    6.771339e+01  False           
syn40m02h                     -1.0                      160.0             1213.0            2741.0                      168.0              765.0      3.887727e+02    3.887727e+02  False           
syn40m02m                     -1.0                      160.0              813.0            2013.0                       56.0              421.0      3.887724e+02    3.887724e+02  False           
syn40m03h                     -1.0                      240.0             1999.0            4531.0                      252.0             1147.0      3.951485e+02    3.951485e+02  False           
syn40m03m                     -1.0                      240.0             1399.0            3439.0                       84.0              631.0      3.951480e+02    3.951480e+02  False           
syn40m04h                     -1.0                      320.0             2905.0            6601.0                      336.0             1529.0      9.017516e+02    9.017516e+02  False           
syn40m04m                     -1.0                      320.0             2105.0            5145.0                      112.0              841.0      9.017511e+02    9.017511e+02  False           
syn40m                        -1.0                       40.0              227.0             627.0                       28.0              131.0      6.771326e+01    6.771326e+01  False           
synthes2                       1.0                        5.0               15.0              49.0                        8.0               12.0      7.303531e+01    7.303531e+01  False           
synthes3                       1.0                        8.0               24.0              91.0                       12.0               18.0      6.800974e+01    6.800974e+01  False           
watercontamination0202r        1.0                        7.0              284.0             666.0                       94.0              196.0      9.790446e+01    9.790446e+01  False           
watercontamination0202         1.0                        7.0           107210.0          211250.0                     4017.0           106712.0      1.251956e+02    1.251956e+02  False           
watercontamination0303r        1.0                       14.0              557.0            1310.0                      185.0              385.0      4.245441e+02    4.245441e+02  False           
watercontamination0303         1.0                       14.0           108218.0          213766.0                     4521.0           107223.0      2.079850e+02    2.079850e+02  False           


                                                                                      alphaecp@1                                           aoa@0   antigone@0                                         baron@0                                           bbb@3                                          bhyb@2                                           boa@1                                       couenne@0     dicopt@1                                        knitro@1                                      knitrobb@1                                       juniper@0                                         lindo@1                                      mtaurbnb@0                                       mtaurqg@0            muriqui@0                                        pavito@0        sbb@1       scip@1                                          shot@1
major                   minor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
batchdes                JulianDate                                                       43393.9                                             NaN      43359.6                                         43382.8                                         43362.5                                         43361.5                                         43361.1                                         43403.5      43359.2                                         43365.5                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203      43366.9      43358.5                                         43381.8
